web-scraper-order,web-scraper-start-url,pages,pages-href,title,articles,articles-href,subtitle,author,date,content
"1571531614-12610","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Highlights ‘The Headline’ Of John Bolton’s Exit","Ocasio-Cortez Highlights 'The Headline' Of John Bolton's Exit","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAqG9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-headline-donald-trump-john-bolton_n_5d79ffb4e4b06028fd376656/RK=2/RS=Pl5vZOQgOE90MoRzg7RAQIgTyNU-","“That’s it,” the New York lawmaker captioned a TV news chyron about President Donald Trump and North Korean dictator Kim Jong Un.","","09/12/2019 04:49 am ET","Rep. Alexandria Ocasio-Cortez (D-N.Y.) on Wednesday tweeted what she believed should be “the headline” on John Bolton’s departure as White House national security adviser."
"1571531596-12528","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Has Donald Trump Twitter Block Ruling Turned Against Her","Alexandria Ocasio-Cortez Has Trump Twitter Block Ruling Turned Against Her","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAtm9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-lawsuit-twitter_n_5d25856ee4b0cfb595fdc753/RK=2/RS=FNu7MjfK09PUwJ8dez2_ecRHJMY-","A Democrat and a Republican have filed lawsuits against the New York congresswoman which call for her to unblock them on Twitter.","Lee Moran","07/10/2019 05:31 am ET",""
"1571531636-12699","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez’s Top 2 Staffers Leave Her Congressional Office","Alexandria Ocasio-Cortez's Top 2 Staffers Leave Her Congressional Office","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgAPwJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-chief-of-staff-communications-director-leave_n_5d45dc9ae4b0ca604e32ee08/RK=2/RS=dqfO0JPulGTFLNpNeI7TBQa.w00-","Chief of Staff Saikat Chakrabarti will join efforts to develop the Green New Deal, and Communications Director Corbin Trent will work on the congresswoman’s 2020 campaign.","","08/03/2019 05:56 pm ET","In June, Chakrabarti appeared to inflame existing tensions between Ocasio-Cortez and moderate Democrats, writing in a now-deleted tweet that the New Democrats and the Blue Dog Caucus should instead be called the “New Southern Democrats,” a reference to pro-segregationists."
"1571531601-12557","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Calls For Donald Trump’s Impeachment","Alexandria Ocasio-Cortez Calls For Donald Trump's Impeachment","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAsm9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-donald-trump-impeachment_n_5d0d5379e4b0aa375f4c948b/RK=2/RS=qa3f0HS0Lz4HzeveZx9U0d229bY-","The New York congresswoman made it official on Friday after telling the president last Sunday via Twitter why he should be worried.","","06/21/2019 06:40 pm ET","Currently, nearly 70 members of the House, overwhelmingly Democrats, have called for an impeachment inquiry of Trump."
"1571531623-12630","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Ocasio-Cortez Has A Brutal Reality Check For Bret Stephens After Bedbug Meltdown","Ocasio-Cortez Has A Brutal Reality Check For Bret Stephens After Bedbug Meltdown","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgASQJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2focasio-cortez-bret-stephens-bedbug_n_5d65d8dbe4b022fbceb2bc0a/RK=2/RS=gmcakpuMeTSYU3T7o03bQXBirjE-","The first-term congresswoman roasts the conservative New York Times columnist after he flipped out on a critic.","","08/28/2019 12:12 am ET","Stephens, who has in the past claimed to be a free speech advocate and urged college students to leave their “safe spaces,” sent a terse message to George Washington University associate professor David Karpf over this tweet:"
"1571531606-12577","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Writer Whose Ancestor Opened First Japanese American Camp: Ocasio-Cortez Is Right","Writer Whose Ancestor Opened First Japanese American Camp: Ocasio-Cortez Is Right","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kArm9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fwriter-whose-ancestor-opened-first-japanese-american-incarceration-camp-aoc-is-right_n_5d1bb24ce4b03d6116439857/RK=2/RS=DHT4QNYORugQkEopRq0x8IXv.9M-","Mary Catherine Ford’s ancestor Clayton Triggs opened the Manzanar War Relocation Center. She agrees detained migrants are in “concentration camps.”","","07/02/2019 10:56 pm ET","“I would know — because someone in my family opened the first Japanese American concentration camp in the United States,” she wrote."
"1571531609-12593","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Ocasio-Cortez Confronts Acting DHS Chief Over Secret Facebook Group For Border Agents","Ocasio-Cortez Confronts Acting DHS Chief Over Secret Facebook Group For Border Agents","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kArG9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2focasio-cortez-dhs-kevin-mcaleenan_n_5d315ecfe4b020cd99415156/RK=2/RS=OkGutL.18iV1KBDkFybyQDszgJU-","Freshman lawmaker Alexandria Ocasio-Cortez asked acting DHS Secretary Kevin McAleenan if Trump’s policies had contributed to a “dehumanizing culture.”","","07/19/2019 05:48 am ET","During her questioning, she asked if the acting secretary had seen photoshopped images of herself shared in the group, and asked if any members of Border Patrol affiliated with them were still responsible for working with migrant women and children."
"1571531601-12558","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Calls For Donald Trump’s Impeachment","Alexandria Ocasio-Cortez Calls For Donald Trump's Impeachment","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAsm9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-donald-trump-impeachment_n_5d0d5379e4b0aa375f4c948b/RK=2/RS=qa3f0HS0Lz4HzeveZx9U0d229bY-","The New York congresswoman made it official on Friday after telling the president last Sunday via Twitter why he should be worried.","","06/21/2019 06:40 pm ET","This story has been updated to note that Ocasio-Cortez said she would support an impeachment resolution in April."
"1571531640-12720","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez, Rashida Tlaib Blast Trump Over Border In Emotional Testimony","Alexandria Ocasio-Cortez, Rashida Tlaib Blast Trump Over Border In Emotional Testimony","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgAPQJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-rashida-tlaib-blast-trump-border_n_5d28d5f2e4b0060b11ec0942/RK=2/RS=TeCpbyVS5sozh0wvH.DDsaC.fZQ-","Tlaib said the administration is “dead set on sending a hate-filled message, that those seeking refuge are not welcome in America.”","","07/12/2019 05:43 pm ET","CORRECTION: An earlier version of this article said 100 Border Patrol agents had died by suicide between 2017 and 2018. The time period was 2007 to 2018."
"1571531653-12782","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AI_xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Has A Blunt Correction For Trump’s Puerto Rico Boast","Ocasio-Cortez Has A Blunt Correction For Trump’s Puerto Rico Boast","https://search.huffpost.com/click/_ylt=Awr9CKt6q6tdRSgAKe5sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560442/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-trump-puerto-rico_n_5d673db2e4b063c341fa8ad6/RK=2/RS=CAExTkOH8dUAOZ945AgRlNNNa18-","The freshman lawmaker joins others in slamming Trump’s claim that he’s the “best thing that’s ever happened to Puerto Rico.”","","08/29/2019 12:34 am ET","Others also slammed Trump over the bizarre claim:"
"1571531574-12446","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJvxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Sarah Huckabee Sanders Is Still Going To Bat For Trump, Attacks Alexandria Ocasio-Cortez","Sarah Sanders Is Still Going To Bat For Trump, Attacks Ocasio-Cortez","https://search.huffpost.com/click/_ylt=Awr9Ikovq6td7tUAGzRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560367/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsarah-sanders-trump-aoc_n_5d1a46dfe4b082e5536daf2d/RK=2/RS=FUjUGmFZTWN.s1SW.ljv7Bq1eo0-","The former White House press secretary left her job last week, but her defense of the president continues.","Julian Shen-Berro","07/01/2019 03:17 pm ET",""
"1571531601-12556","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Calls For Donald Trump’s Impeachment","Alexandria Ocasio-Cortez Calls For Donald Trump's Impeachment","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAsm9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-donald-trump-impeachment_n_5d0d5379e4b0aa375f4c948b/RK=2/RS=qa3f0HS0Lz4HzeveZx9U0d229bY-","The New York congresswoman made it official on Friday after telling the president last Sunday via Twitter why he should be worried.","","06/21/2019 06:40 pm ET","In April, Ocasio-Cortez said she’d support a resolution introduced in March by Rep. Rashida Tlaib (D-Mich.) that would look into whether the House should impeach the president."
"1571531604-12564","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Louisiana Police Officer Suggests Alexandria Ocasio-Cortez Be Shot In Facebook Post","Louisiana Police Officer Suggests Alexandria Ocasio-Cortez Be Shot In Facebook Post","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAsG9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2flousiana-police-officer-suggests-alexandria-ocasio-cortez-be-shot-in-facebook-post_n_5d34a5fce4b0419fd32e7a27/RK=2/RS=dzDTMBr76Xi7hw6bykY1OoU_NWU-","The violent remark comes amid heightened concern for lawmakers’ safety following Trump’s attacks on congresswomen of color.","","07/21/2019 05:14 pm ET","“I will tell you this: This will not go unchecked,” he told the outlet. “I’m not going to take this lightly and this will be dealt with on our end. It’s not something we want someone that’s affiliated with our department to make these types of statements. That’s not going to happen.”"
"1571531582-12496","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJvxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Top House Progressive Says Pelosi Comments On Ocasio-Cortez And Allies Were Not ‘Helpful’","Top House Progressive Says Pelosi Comments On Ocasio-Cortez And Allies Were Not 'Helpful'","https://search.huffpost.com/click/_ylt=Awr9Ikovq6td7tUAEzRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560367/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fpramila-jayapal-nancy-pelosi-squad-comments-not-helpful_n_5d290c4ee4b0bd7d1e1c6cfa/RK=2/RS=09t3xYeK.4moImL9U7XmM86O970-","But Rep. Pramila Jayapal (D-Wash.) defended the House speaker’s governing philosophy and ruled out any questions about her racial sensitivity.","","07/12/2019 10:57 pm ET","When Jayapal arrived, she blamed Senate Democrats for passing the more conservative legislation by such a wide margin. That created a situation, she said, in which moderate House Democrats wondered why they could not just vote for such a consensus-driven bill."
