web-scraper-order,web-scraper-start-url,pages,pages-href,title,articles,articles-href,subtitle,author,date,content
"1571531633-12690","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","All The Problems With This Anonymous Poll About Alexandria Ocasio-Cortez","All The Problems With This Anonymous Poll About Alexandria Ocasio-Cortez","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgAQQJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2faxios-alexandria-ocasio-cortez-poll_n_5d2cdb78e4b0a5833c5d4bce/RK=2/RS=kYcnkQevWFzE7.iJ4EZbgFFMaOo-","Be smart: Don’t bother with unsourced data.","","07/15/2019 05:57 pm ET","The bottom line: Basing a story on unsourced, thinly contextualized polling data isn’t savvy; it’s deeply credulous."
"1571531582-12492","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJvxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Top House Progressive Says Pelosi Comments On Ocasio-Cortez And Allies Were Not ‘Helpful’","Top House Progressive Says Pelosi Comments On Ocasio-Cortez And Allies Were Not 'Helpful'","https://search.huffpost.com/click/_ylt=Awr9Ikovq6td7tUAEzRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560367/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fpramila-jayapal-nancy-pelosi-squad-comments-not-helpful_n_5d290c4ee4b0bd7d1e1c6cfa/RK=2/RS=09t3xYeK.4moImL9U7XmM86O970-","But Rep. Pramila Jayapal (D-Wash.) defended the House speaker’s governing philosophy and ruled out any questions about her racial sensitivity.","","07/12/2019 10:57 pm ET","Sen. Jeff Merkley (D-Ore.) spoke alongside Jayapal on the panel at Netroots Nation, which was about how to enact ambitious progressive legislation. Jayapal arrived late from Washington because she had to vote on a defense spending bill, so initially Merkley had the panel to himself."
"1571531651-12772","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AI_xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Explains Why Interns Should Be Paid With More Than Experience","Alexandria Ocasio-Cortez Explains Why Interns Should Be Paid With More Than Experience","https://search.huffpost.com/click/_ylt=Awr9CKt6q6tdRSgAK.5sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560442/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-paid-interns_n_5d3a061fe4b004b6adbd0edd/RK=2/RS=g2A2nVTwrKKxL8EqkDVxOygvJuA-","The New York Democrat only needed five words to answer in a video she shared on National Intern Day.","","07/25/2019 05:19 pm ET","The video was filmed for Pay Our Interns, a nonprofit group that advocates for more paid internships in the government, for-profit and nonprofit sectors."
"1571531663-12821","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AI_xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Laura Ingraham Tries To Troll Alexandria Ocasio-Cortez For Grammar. It Backfires.","Laura Ingraham Tries To Troll Alexandria Ocasio-Cortez For Grammar. It Backfires.","https://search.huffpost.com/click/_ylt=Awr9CKt6q6tdRSgAIe5sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560442/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-laura-ingraham-twitter-exchange_n_5d6901b5e4b06beb649ccfa0/RK=2/RS=FogsAZbnfRTCubS6pqEQT3qtdEs-","Ocasio-Cortez ended the Twitter exchange by calling the Fox News host “a neo-Nazi fan favorite.”","","08/30/2019 07:59 am ET","“See?” she wrote. “You’re a neo-Nazi fan favorite and I don’t block you for defending white supremacist viewpoints and mocking gun violence survivors.”"
"1571531582-12477","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJvxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Top House Progressive Says Pelosi Comments On Ocasio-Cortez And Allies Were Not ‘Helpful’","Top House Progressive Says Pelosi Comments On Ocasio-Cortez And Allies Were Not 'Helpful'","https://search.huffpost.com/click/_ylt=Awr9Ikovq6td7tUAEzRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560367/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fpramila-jayapal-nancy-pelosi-squad-comments-not-helpful_n_5d290c4ee4b0bd7d1e1c6cfa/RK=2/RS=09t3xYeK.4moImL9U7XmM86O970-","But Rep. Pramila Jayapal (D-Wash.) defended the House speaker’s governing philosophy and ruled out any questions about her racial sensitivity.","","07/12/2019 10:57 pm ET","“I don’t think those comments were helpful to a broader picture of how we build progressive power in the House and what it looks like relative to overall Democratic power,” she said during a panel discussion at the liberal Netroots Nations conference in Philadelphia."
"1571531667-12845","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AI_xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9CKt6q6tdRSgAHe5sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560442/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=40ykuv_bLYFWKy4HYjk6xmKXK4c-","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","Almost all the speakers during Saturday’s event, which spanned several hours on a sunny, crisp fall afternoon, played down the health concerns."
"1571531631-12666","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Cops Fired For Facebook Post Suggesting Alexandria Ocasio-Cortez Should Be Shot","Cops Fired For Facebook Post Suggesting Alexandria Ocasio-Cortez Should Be Shot","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgAQwJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2flouisiana-police-officers-fired-for-facebook-post-suggesting-alexandria-ocasio-cortez-be-shot_n_5d361bcde4b0419fd3315ffe/RK=2/RS=A0Jkl.oMbIfz8YMMpEi08dpI0PM-","The Gretna, Louisiana, police chief said he did not feel the Facebook post represented a legitimate threat.","","07/22/2019 06:53 pm ET","On Monday afternoon, the congresswoman responded to news of the threatening remark on Twitter, blaming President Donald Trump for “sowing violence” and “creating an environment where people can get hurt & he claims plausible deniability.”"
"1571531636-12692","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez’s Top 2 Staffers Leave Her Congressional Office","Alexandria Ocasio-Cortez's Top 2 Staffers Leave Her Congressional Office","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgAPwJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-chief-of-staff-communications-director-leave_n_5d45dc9ae4b0ca604e32ee08/RK=2/RS=dqfO0JPulGTFLNpNeI7TBQa.w00-","Chief of Staff Saikat Chakrabarti will join efforts to develop the Green New Deal, and Communications Director Corbin Trent will work on the congresswoman’s 2020 campaign.","","08/03/2019 05:56 pm ET","Saikat Chakrabarti, the chief of staff to Rep. Alexandria Ocasio-Cortez (D-N.Y.) who sparked controversy earlier this summer by comparing House Democrats to Southern segregationists, is leaving her office, HuffPost confirmed Saturday."
"1571531658-12800","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AI_xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Ocasio-Cortez Defends Blocking People On Twitter: ‘Harassment Is Not A Viewpoint’","Ocasio-Cortez Defends Blocking People On Twitter: 'Harassment Is Not A Viewpoint'","https://search.huffpost.com/click/_ylt=Awr9CKt6q6tdRSgAJe5sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560442/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-twitter-block_n_5d69443ae4b02bc6bb38d9f2/RK=2/RS=lieMW1Kqg4OUDroxAOfdfzeM1.s-","The Knight First Amendment Institute sent a letter urging the lawmaker not to block users for their “views.”","","08/30/2019 05:24 pm ET","In July, New York state Assemblyman Dov Hikind (D) and GOP congressional candidate Joseph Saladino (a controversial YouTuber known as Joey Salads), filed separate lawsuits against Ocasio-Cortez, claiming the representative had blocked them on Twitter."
"1571531655-12787","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AI_xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Doesn’t Think Joe Biden Is The ‘Pragmatic Choice’ For Democrats","Alexandria Ocasio-Cortez Doesn't Think Joe Biden Is The 'Pragmatic Choice' For Democrats","https://search.huffpost.com/click/_ylt=Awr9CKt6q6tdRSgAJ.5sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560442/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2faoc-doesnt-think-joe-biden-is-the-pragmatic-choice-for-democrats_n_5d137a8fe4b04f059e4d8134/RK=2/RS=PtSoyYZvep18qDlgLqFvQFr_hvI-","The congresswoman suggested in an interview with Vogue that Biden, like Hillary Clinton, wouldn’t “inspire the turnout that we needed.”","","06/26/2019 10:55 am ET","“I think that he’s not a pragmatic choice,” she said."
"1571531614-12612","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJfxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Highlights ‘The Headline’ Of John Bolton’s Exit","Ocasio-Cortez Highlights 'The Headline' Of John Bolton's Exit","https://search.huffpost.com/click/_ylt=Awr9DutGq6tde9kAqG9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560390/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-headline-donald-trump-john-bolton_n_5d79ffb4e4b06028fd376656/RK=2/RS=Pl5vZOQgOE90MoRzg7RAQIgTyNU-","“That’s it,” the New York lawmaker captioned a TV news chyron about President Donald Trump and North Korean dictator Kim Jong Un.","","09/12/2019 04:49 am ET","“Obviously Bolton leaving is good ― it was an enormous mistake to appoint him in the first place,” Ocasio-Cortez wrote in a second tweet about Bolton, who took a hawkish stance on foreign policy matters."
"1571531587-12513","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJvxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Alexandria Ocasio-Cortez Gives Mitch McConnell A Semantics Lesson After His McCarthyism Gripe","Ocasio-Cortez Gives McConnell A Semantics Lesson After His McCarthyism Gripe","https://search.huffpost.com/click/_ylt=Awr9Ikovq6td7tUADzRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560367/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-mitch-mcconnell_n_5d412b95e4b01d8c97834e5f/RK=2/RS=FPo51hENYpV7K0HD7v42DRBno8c-","The freshman lawmaker has a few words about McConnell’s leadership skills.","","07/31/2019 03:42 am ET","Last week, McConnell blocked a bill passed by the House that would have authorized $775 million to help protect state election systems from Russian hacking and other threats. That action prompted critics to dub him “Moscow Mitch.”"
"1571531574-12447","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJvxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Sarah Huckabee Sanders Is Still Going To Bat For Trump, Attacks Alexandria Ocasio-Cortez","Sarah Sanders Is Still Going To Bat For Trump, Attacks Ocasio-Cortez","https://search.huffpost.com/click/_ylt=Awr9Ikovq6td7tUAGzRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560367/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsarah-sanders-trump-aoc_n_5d1a46dfe4b082e5536daf2d/RK=2/RS=FUjUGmFZTWN.s1SW.ljv7Bq1eo0-","The former White House press secretary left her job last week, but her defense of the president continues.","","07/01/2019 03:17 pm ET","Sarah Huckabee Sanders left her position as White House press secretary last week, but you wouldn’t know it from her most recent tweet."
"1571531644-12725","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN4tq6tde24AJPxsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Bernie Sanders Suggests Nancy Pelosi Should Lay Off Alexandria Ocasio-Cortez","Bernie Sanders Suggests Nancy Pelosi Should Lay Off Alexandria Ocasio-Cortez","https://search.huffpost.com/click/_ylt=Awr9Dstfq6tdNlgAOwJsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560415/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-nancy-pelosi-alexandria-ocasio-cortez_n_5d2b2b33e4b0060b11ee0199/RK=2/RS=BLhT982lcaaZUY3M6_HxQBGoWi8-","Asked whether Pelosi was being too tough on the freshman congresswoman, Sanders said, “I think a little bit.”","","07/14/2019 11:28 am ET","“All these people have their public whatever and their Twitter world. But they didn’t have any following. They’re four people and that’s how many votes they got,” Pelosi said when asked about the freshman congresswomen, who have a large following online."
