web-scraper-order,web-scraper-start-url,pages,pages-href,articles,articles-href,title,subtitle,author,date,content
"1571523548-1423","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","Ocasio-Cortez’s endorsement of Sanders is not altogether surprising. Ocasio-Cortez got her start in politics volunteering for Sanders’ 2016 bid; the pair are both self-described democratic socialists and have collaborated on, among other things, legislation limiting interest rates on credit card debt."
"1571523526-1367","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Ocasio-Cortez: Democrats' Refusal To Impeach Trump Is A 'National Scandal'","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAyHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-trump-impeachment_n_5d8758c4e4b0849d472a95f5/RK=2/RS=NYwhNJgPLigiFYDZaKIXJeGWx1I-","Alexandria Ocasio-Cortez: Democrats’ Refusal To Impeach Trump Is A ‘National Scandal’","House Speaker Nancy Pelosi has repeatedly pushed back on her fellow Democrats’ calls to impeach the president.","","09/22/2019 09:09 am ET","Ocasio-Cortez and several other progressive House Democrats have repeatedly urged Pelosi for more than a year to pursue impeachment of the president, citing conflicts of interest between Trump’s presidency and his business empire."
"1571523548-1428","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","“If he gets enough of the young, left-wing demo out, the age issue disappears, the health issue is softened and Bernie gets new life. It makes him young again,” said Hank Sheinkopf, a veteran New York City Democratic strategist. “If he doesn’t get a big crowd, then those two issues remain in place.”"
"1571523514-1340","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9DWe5i6tdHHkA1HRsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","","","","","","",""
"1571523537-1396","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Ocasio-Cortez Tears Into Republicans' ‘Just A Joke’ Defense Of Trump","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-republicans-trump-just-a-joke_n_5d9c2cd9e4b03b475f9ef97f/RK=2/RS=GrwIvohnLuxwp_WCOCji04sLGfY-","Alexandria Ocasio-Cortez Tears Into Republicans’ ‘Just A Joke’ Defense Of Trump","“When Republicans say our nation’s laws are ‘just a joke,’ they mean it,” the Democratic lawmaker tweeted.","","10/08/2019 02:59 am ET","“When Republicans say our nation’s laws are ‘just a joke,’ they mean it,” Ocasio-Cortez wrote. “They treat our country as a joke, our communities as a joke, and our future as a joke. For the GOP, as long as the rich get richer, they are happy to play games with American lives.”"
"1571523531-1390","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=2BrwHR2VGB2yhDPDfmhX63PRijo-","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","Nina Turner, one of Sanders’ national co-chairs, said it “boggles my mind” that Sanders’ critics have embraced “ageism.”"
"1571523519-1346","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAynRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-endorses-ed-markey-massachusetts-senate_n_5d7c0a9ce4b077dcbd5e2a79/RK=2/RS=Wg2yg3KO1z0goTvVpomZIiu8PHc-","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","The Democratic senator from Massachusetts, who partnered with the New York congresswoman on the Green New Deal, faces a potentially tough primary.","","09/13/2019 06:30 pm ET","Ocasio-Cortez’s blessing, delivered in a two-minute video, aims to strengthen the Massachusetts Democrat’s position ahead of what is likely to be a difficult primary a year from now."
"1571523531-1386","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=2BrwHR2VGB2yhDPDfmhX63PRijo-","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","The week after, he’ll join Rep. Rashida Tlaib, D-Mich., for a tour of her congressional district. Tlaib hasn’t announced whether she’ll endorse Sanders, but she is part of the same small “squad” of minority women on Capitol Hill who gave been a target of President Donald Trump."
"1571523544-1409","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Ocasio-Cortez Responds To Conservative Outlet That Tried To Shame Her For $300 Haircut","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-washington-times-haircut_n_5d9f2ff0e4b087efdba97481/RK=2/RS=ELYqJwJO1QnWhgoBBrDDpY0x5GA-","Ocasio-Cortez Responds To Conservative Outlet That Tried To Shame Her For $300 Haircut","The Washington Times was shredded on Twitter for writing about the Democratic lawmaker’s hair and proving it does not know how much women’s haircuts cost.","","10/10/2019 10:36 am ET","The Washington Times piece also notes that the 29-year-old “could have saved roughly $100 for the same hairstyle at the government-subsidized Capitol Hill barbershop.”"
"1571523519-1351","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAynRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-endorses-ed-markey-massachusetts-senate_n_5d7c0a9ce4b077dcbd5e2a79/RK=2/RS=Wg2yg3KO1z0goTvVpomZIiu8PHc-","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","The Democratic senator from Massachusetts, who partnered with the New York congresswoman on the Green New Deal, faces a potentially tough primary.","","09/13/2019 06:30 pm ET","“When I first got to Congress and we started to discuss big, bold plans ― a solution on the scale of the crisis ― many members shied away. A lot of people said we can’t do too much, we can’t go too fast in order to pursue change for the American people,” she said. “And Ed Markey was one of the few people who had the courage to stand up and take a chance ― and take a chance on a freshman congresswoman and take a chance on this plan.”"
"1571523519-1348","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAynRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-endorses-ed-markey-massachusetts-senate_n_5d7c0a9ce4b077dcbd5e2a79/RK=2/RS=Wg2yg3KO1z0goTvVpomZIiu8PHc-","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","The Democratic senator from Massachusetts, who partnered with the New York congresswoman on the Green New Deal, faces a potentially tough primary.","","09/13/2019 06:30 pm ET","But Rep. Joe Kennedy III, a grandson of the late Sen. Robert F. Kennedy, is actively considering a Senate run and is expected to prove the most formidable opponent if he jumps in. All else being equal, Kennedy’s family name grants him exalted status in the Bay State. Reliable independent polls show him with a double-digit lead in a hypothetical, head-to-head matchup with Markey."
"1571523548-1426","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","“They’re ideologically aligned, but they’re mission-aligned as well,” the person said. “They get along really well. They brighten each other up.”"
"1571523531-1375","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=2BrwHR2VGB2yhDPDfmhX63PRijo-","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","“To put it bluntly, I am back,” Sanders declared, sparking chants of, “Bernie is back” from the massive crowd."
"1571523548-1416","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","Gianaris, who as deputy state Senate majority leader is one of the most powerful Democrats in New York, echoed Ramos’ sentiments. “Bernie Sanders is the best choice to reduce this growing chasm between the ultra-rich and working people,” he said in a statement."
"1571523555-1443","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Rep. Alexandria Ocasio-Cortez To Endorse Bernie Sanders","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAvnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2faoc-endorses-bernie-sanders-2020-presidential-candidate_n_5da68590e4b062bdcb1a8742/RK=2/RS=o7kHr6WCoQHhm2y1mo.cyR0Q9jY-","Rep. Alexandria Ocasio-Cortez To Endorse Bernie Sanders","The New York congresswoman’s endorsement provides a jolt of energy to a presidential campaign seeking to regain momentum.","","10/15/2019 11:01 pm ET","“What I fear is going on in the House now is an effort to target Congresswoman Omar as a way of stifling that debate,” he said in a statement. “That’s wrong.”"
"1571523565-1483","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAunRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-bernie-sanders-rally-queens_n_5dab70e7e4b08cfcc31c6ac3/RK=2/RS=vkKtGQrNYhvH8Wl4yb.5aj3IxCc-","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","The Sanders campaign estimated that the rally drew nearly 26,000 attendees, which would make it the largest Democratic presidential rally of this cycle.","","10/19/2019 04:56 pm ET","This story is developing. Please return for updates."
"1571523565-1479","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAunRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-bernie-sanders-rally-queens_n_5dab70e7e4b08cfcc31c6ac3/RK=2/RS=vkKtGQrNYhvH8Wl4yb.5aj3IxCc-","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","The Sanders campaign estimated that the rally drew nearly 26,000 attendees, which would make it the largest Democratic presidential rally of this cycle.","","10/19/2019 04:56 pm ET","Sanders, who normally ascends the stage to the sounds of John Lennon and Yoko Ono’s “Power to the People,” chose a different track for his big comeback rally: AC/DC’s “Back in Black.”"
