web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570859315-4584","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/ice-moved-700-women-out-of-a-detention-center-and-wont-tell-lawyers-where-they-are_n_5d9cdd55e4b087efdba3fe71","ICE Moved 700 Women Out Of A Detention Center And Won’t Tell Lawyers Where They Are","Some of the women have serious medical issues, and lawyers worry they could die in detention.","","An ICE official told HuffPost that “Comprehensive medical care is provided to all individuals in ICE custody” adding that staffing includes registered nurses, licensed mental health providers, a physician and access to 24-hour emergency care. The official acknowledged that the women at Karnes had been transferred to other facilities, but did not explain why their locations were not showing up in the online system.","10/08/2019 05:07 pm ET"
"1570859525-5668","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/us-china-partial-trade-deal_n_5da0e4c4e4b06ddfc519cffa","U.S. And China Agree On Partial Trade Deal","President Donald Trump said the phase-1 deal covers agricultural purchases, currency and intellectual property.","","WASHINGTON/BEIJING, Oct 11 (Reuters) - The United States and China agreed on Friday to the first phase of a trade deal covering agricultural purchases, currency and some aspects of intellectual property protections, and averting a threatened tariff hike, but President Donald Trump said more needed to be negotiated.","10/11/2019 04:33 pm ET"
"1570859186-3947","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cory-booker-voters-2020-election_n_5d76acafe4b0752102312854","Cory Booker Wants To Be More Than Every Voter’s 3rd Choice","The New Jersey senator, once the king of the political stunt, just pulled one off to save his 2020 presidential campaign. But can he do more?","","Booker’s campaign, during its scramble to raise the self-imposed requirement of $1.7 million, seemed to acknowledge his difficulty building a uniquely loyal constituency. Many of its email pleas focused not on helping Booker win but simply on keeping him in the race. And many of the big names who endorsed keeping Booker in the race – former Georgia gubernatorial candidate Stacey Abrams, Iowa Auditor Rob Sand and D.C. Mayor Muriel Bowser – have not actually endorsed his candidacy.","10/07/2019 02:47 pm ET"
"1570859021-3143","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/mike-pence-defend-trump-ukraine_n_5d963739e4b0da7f66236fbe","Mike Pence Fully Backs Asking Foreign Leaders To Go After Biden","The vice president defended Trump’s call for both China and Ukraine to investigate Democratic rival Joe Biden in the runup to 2020.","","“China should start an investigation into the Bidens, because what happened in China is just about as bad as what happened with Ukraine,” Trump told reporters at the White House earlier Thursday.","10/03/2019 06:05 pm ET"
"1570859410-5178","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/pete-buttigieg-lgbtq-policy-to-overturn-inequality_n_5d9cf79ee4b06ddfc50fedc4","Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequality","The Democratic presidential contender aims to revamp health care, tackle HIV/AIDS and overturn the transgender military ban.","","Included in Buttigieg’s health care proposal would be coverage of pre-exposure prophylaxis, or PrEP, the drug that protects high-risk individuals from contracting HIV.","10/10/2019 06:00 am ET"
"1570859517-5645","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-lev-parnas-igor-fruman-giuliani-photos_n_5d9eb775e4b02c9da0441429","Trump: I Don’t Know The Giuliani Associates, But I Might Have A Picture With Them","The president does have pictures with Lev Parnas and Igor Fruman, who were arrested on federal campaign finance charges while trying to leave the country.","","Trump’s attack was meant to highlight Joe Biden’s assertion he was not involved with his son’s business dealings in Ukraine.","10/10/2019 08:15 pm ET"
"1570859565-5928","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/william-perry-pendley-climate_n_5da0bcffe4b087efdbaddc0b","U.S. Public Lands Chief Says His Positions On Climate, Immigrants Don’t Matter","Bureau of Land Management acting director William Perry Pendley repeatedly dodged questions at an environmental journalism conference.","","FORT COLLINS, Colo. ― William Perry Pendley, the controversial acting director of the Bureau of Land Management, told a room full of journalists on Friday that his opinions on climate change and immigrants are “irrelevant” to his job overseeing 245 million acres of public land.","10/11/2019 02:36 pm ET"
"1570859253-4283","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/tammy-kemp-defends-bible_n_5d9ca61de4b03b475fa08623","Texas Judge Defends Hugging, Gifting Bible To Botham Jean’s Killer","Judge Tammy Kemp noted that her Christian outreach to Amber Guyger happened after the trial was over.","","Judge Tammy Kemp received heated criticism from some secular groups for how she acted during the final moments of Amber Guyger’s trial. Guyger, a former Dallas cop, was sentenced last week to 10 years in jail for killing her neighbor, Botham Shem Jean.","10/08/2019 02:05 pm ET"
"1570859157-3793","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/court-ruling-preserve-trump-interactions-with-foreign-leaders_n_5d9a7b06e4b03b475f9b8cf2","White House Ordered Not To Destroy Records Of Trump’s Interactions With Foreign Leaders","Judge Amy Berman Jackson also demanded preservation of all records of officials attempting to “return, ‘claw back,’ ‘lock down’ or recall” information.","","The law, “enacted in the wake of President Nixon’s resignation and attempt to seize control of his presidential records, reflects Congress’s judgment that presidential records are owned by the United States on behalf of the American people,” the suit states.","10/06/2019 09:43 pm ET"
"1570859475-5443","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/hr-mcmaster-trump-foreign-interference_n_5d9fa15ee4b087efdbab1597","Ex-Trump Adviser Says It’s Inappropriate For President To Seek Foreign Political Interference","Former national security adviser H.R. McMaster denounced foreign interference in U.S. politics but said he saw no such thing while in the White House.","Carla Herreria","","10/10/2019 06:38 pm ET"
"1570859348-4793","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/bernie-sanders-defends-campaign-heart-attack_n_5d9e5394e4b06ddfc5131a83","Bernie Sanders Says Campaign Acted Appropriately With Heart Attack News","Critics say the Sanders campaign wasn’t being transparent when they didn’t disclose his heart attack after he was hospitalized last week.","","“That’s nonsense,” Sanders, 78, said of the criticism, according to NBC News. “I don’t know what people think campaigns are. You know we’re dealing with all kinds of doctors, and we wanted to have a sense of what the hell was going on, really.”","10/09/2019 07:07 pm ET"
"1570859586-6060","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cair-condemns-trump-minnesota-rally-anti-somali-refugee-speech_n_5da09626e4b06ddfc518f1eb","Major Muslim Civil Rights Group Rips Trump’s ‘Vile’ And ‘Disturbing’ Refugee Rant","The Council on American-Islamic Relations condemned the president’s Minnesota rally speech in which he targeted the state’s Somali refugee population.","","Rebuking Trump’s scare tactics, Awad warned of their consequences.","10/11/2019 01:59 pm ET"
"1570858944-2696","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/darrell-issa-duncan-hunter_n_5d8bc265e4b0019647a2582a","AP Source: Darrell Issa To Run For Duncan Hunter’s Seat","Rep. Duncan Hunter (R-Calif.) was indicted for allegedly using campaign funds for personal expenses.","","Issa scheduled a news conference in Hunter’s San Diego-area district on Thursday.","09/25/2019 03:54 pm ET"
"1570859507-5565","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-us-government-conspiracy-theories_n_5d9fedb7e4b02c9da047c100","How Trump Used The U.S. Government To Chase Conspiracy Theories","The president has enlisted parts of the U.S. government and key allies in the pursuit of unproven or disproven conspiracy theories, some incubated in the dark corners of the internet.","","The president’s tendency to say untrue things, particularly on Twitter, has caused headaches for his administration before. Until now, however, the government had largely taken pains to distance itself from such statements.","10/10/2019 11:06 pm ET"
"1570859225-4148","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/kevin-mcaleenan-shouted-off-stage-georgetown-immigration-protest_n_5d9bd019e4b03b475f9e9b7b","Kevin McAleenan, Homeland Security Chief, Shouted Off Stage At Georgetown Event","Activists said the acting secretary’s appearance at a law school conference would have given the Trump administration a “platform to spread hatred.”","","“We cannot have rule of law unless the legal academy distinguishes between raw power and legally constrained governance,” Heidi Li Feldman, a law professor at Georgetown, said in a statement. “As a teacher and scholar of American law, I reject the use of Georgetown University Law School as a vehicle for legitimizing fundamental and pervasive lawless government policies and activities.”","10/07/2019 11:14 pm ET"
"1570859532-5698","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/joe-biden-lgbtq-town-hall-gay-bathhouses_n_5d9fca2ce4b02c9da0479a2b","Joe Biden Recalls ‘Gay, Gay Bathhouses,’ 24/7 Sex, And People Are So Confused","The former vice president reminisced about “gay bathhouses” and “round-the-clock sex” at the LGBTQ town hall on CNN.","","“Well, that would be news,” Cooper joked back. “I kind of figured it out a while ago.”","10/10/2019 11:35 pm ET"
"1570859534-5714","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-ilhan-omar-disgrace_n_5d9fdec4e4b06ddfc51730a2","Trump Rips Rep. Ilhan Omar As ‘Fraud’ And ‘Disgrace’ During Rally In Her District","President Donald Trump ranted against the Minnesota Democrat and vowed to prevent more Somalian refugees from entering the U.S.","","At his rally just now, Trump called me an “America-hating socialist” and a “disgrace.” He shouted xenophobic conspiracy theories about me. He scolded my district for voting for me.

His hate is no match for our movement. Stand with me by donating now: https://t.co/QdUrT9zJsr pic.twitter.com/Ik8I9zlRTf","10/10/2019 11:02 pm ET"
"1570859457-5396","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-attacks-fox-news-impeachment-poll_n_5d9f2f32e4b02c9da045814d","Trump Escalates Attacks On Fox News After Impeachment Poll","The network released a poll showing 51% of registered voters favor impeachment proceedings against him.","","They stand in sharp contrast to the hosts of the network’s flagship morning show “Fox & Friends,” evening hosts Tucker Carlson, Sean Hannity and Laura Ingraham, and weekend host Jeanine Pirro, who are more friendly toward Trump.","10/10/2019 10:29 am ET"
"1570859549-5828","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/germany-shooter-would-have-killed-more-people-with-better-access-to-guns_n_5da085aae4b02c9da049400a","Germany Shooter ‘Would Have Killed More People’ With Access To Better Guns","The gunman accused of killing two people outside a Halle synagogue was using homemade firearms — a far cry from military-grade weaponry common in the U.S.","","“It’s clear that if he had access to better weapons, the body count would have been higher,” said Vegas Tenold, a journalist and author with the Anti-Defamation League’s Center on Extremism. Tenold tweeted a photo of the shooter’s slam-bang tube, adding, “This is a direct result of Germany’s strict gun laws.”","10/11/2019 12:19 pm ET"
"1570859054-3310","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/tammy-kemp-amber-guyger-bible_n_5d975c9fe4b0f5bf7973da1d","Secular Groups Claim Judge Crossed A Line By Giving Amber Guyger Her Bible","The Freedom From Religion Foundation accused Judge Tammy Kemp of violating church-state separation by proselytizing to the convicted former police officer.","Carol Kuruvilla","","10/04/2019 01:58 pm ET"
"1570859454-5382","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/celebrities-statue-of-liberty-poem-the-new-colossus_n_5d9f6428e4b087efdbaa7408","Celebrities Recite Statue Of Liberty Poem In Stirring New Video","The video features Lizzo, Whoopi Goldberg, Monica Lewinsky and Andy Cohen reciting “The New Colossus,” inscribed at the base of the Statue of Liberty.","David Moye","","10/10/2019 02:34 pm ET"
"1570859202-4060","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-kurds-turkey-istanbul_n_5d9b82ffe4b03b475f9de498","In Turkey Vs. Kurds Dispute, Trump Chooses The Side Where He Has A Condo Complex","The administration is letting Turkey move into northern Syria to wipe out the Kurds, who have long fought Islamic State terrorism alongside the U.S.","","Exactly how much income the Istanbul project brings him, and how much of a tax write-off it generates, cannot be determined because Trump has refused to make his tax returns public, breaking with four decades of post-Watergate precedent.","10/07/2019 04:20 pm ET"
"1570859077-3404","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/republicans-criticizing-trump-ukraine-china_n_5d979fbce4b03b475f98fe44","A Running List Of Republicans Criticizing Trump’s Ukraine Scandal","Republicans are not as unified over the controversy as the president is insisting.","","“It’s a deeply disturbing situation and circumstance,” he said, “and I think the proper role and responsibility for Congress at this point is to investigate it and get to the bottom of it.”","10/04/2019 05:53 pm ET"
"1570859057-3339","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/mitt-romney-trump-impeachment_n_5d976f1ee4b0f5bf7974244d","Trump Name-Calls Mitt Romney For Criticizing Ukraine, China Comments","The Republican senator from Utah said Trump’s actions were “brazen and unprecedented.” The president called him an “ass.”","","Nebraska Sen. Ben Sasse (R) echoed that sentiment last Wednesday after he read the complaint.","10/04/2019 12:26 pm ET"
"1570859402-5131","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/women-trump-minnesota-meeting_n_5d9e7b88e4b06ddfc51353eb","On A Train Wreck Day For Trump, ‘Women For Trump’ Tries To Spin An Alternative World","Second Lady Karen Pence came to the Twin Cities ahead of Trump with a softer sell than the president is likely to use at a Thursday rally.","","And Lara Trump said their best argument was probably what the president’s tenure has already done for women. “If you think that things are going better for you than they were, that’s all you need to know.”","10/09/2019 09:52 pm ET"
"1570859271-4367","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trumps-big-ad-buy-has-democrats-spooked_n_5d9cfdd6e4b087efdba45c3b","Trump’s Big Ad Buy Has Democrats Spooked","Democrats think the president’s reelection campaign is wasting money, but are worried about just how much money the president can afford to waste.","","The Biden campaign and other strategists downplayed the direct impact of the buy. Biden allies think there is little chance the ad — which includes the disclaimer the Trump campaign is funding it — would sway Democratic primary voters who loathe the president. And Democratic strategists also questioned how well-targeted the ad was. It included a national cable television buy, which is usually associated more with attempts to change the media narrative around an event than with winning over swing voters.","10/08/2019 06:17 pm ET"
"1570859435-5305","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/susan-collins-fundraising-brett-kavanaugh_n_5d9f3b58e4b02c9da045de63","Susan Collins Is Fundraising Off Her Brett Kavanaugh Vote: ‘Far Left’ Coming After Me","The GOP senator’s vote to confirm a man accused of sexual assault to the Supreme Court sparked outrage. Now she’s using it to raise money.","","“Well we’re sad too,” the email continued. “Sad that we have a Senator who puts Mitch McConnell and Donald Trump before Mainers. But we have a chance to change that.”","10/10/2019 01:11 pm ET"
"1570859435-5300","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/susan-collins-fundraising-brett-kavanaugh_n_5d9f3b58e4b02c9da045de63","Susan Collins Is Fundraising Off Her Brett Kavanaugh Vote: ‘Far Left’ Coming After Me","The GOP senator’s vote to confirm a man accused of sexual assault to the Supreme Court sparked outrage. Now she’s using it to raise money.","","“Casting that vote unleashed a hornets’ nest of stinging attack ads and more are on the way,” the campaign wrote. “I’m asking for your help ... I really need it now.”","10/10/2019 01:11 pm ET"
"1570859231-4160","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/warren-environment-detroit-pollution_n_5d9baf5fe4b099389805038f","Elizabeth Warren Visits Michigan’s Most Polluted ZIP Code","The Massachusetts senator toured an area visited three times by former fellow presidential candidate Jay Inslee, whose climate policy she has adopted.","","Just as gobbling fatty snacks at the Iowa State Fair is a rite of passage for top-tier presidential hopefuls, a pilgrimage to the 48217 is now becoming a touchstone for any contender who wants to be taken seriously on the nation’s environment.","10/08/2019 05:45 am ET"
"1570859271-4370","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trumps-big-ad-buy-has-democrats-spooked_n_5d9cfdd6e4b087efdba45c3b","Trump’s Big Ad Buy Has Democrats Spooked","Democrats think the president’s reelection campaign is wasting money, but are worried about just how much money the president can afford to waste.","","“If we start seeing Trump’s numbers going up, and his narrative is taking hold, then it might be time to shift something,” Riddle said.","10/08/2019 06:17 pm ET"
"1570859168-3818","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-syria-kurdish-fighters-fox-friends-lindsay-graham_n_5d9b2d7de4b0fc935edda206","‘Fox & Friends’ Host Slams Trump’s Abandonment Of Syrian Kurds","Co-host Brian Kilmeade, joined by Sen. Lindsay Graham, criticized the president’s move to withdraw support for Kurdish fighters ahead of a Turkish military assault.","","Co-host Steve Doocy chimed in to argue that Trump’s move fulfills a campaign promise to end wars in other countries. To that, Kilmeade responded: “Abandon our allies? That’s a campaign promise?”","10/07/2019 10:01 am ET"
"1570859138-3670","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/democratic-candidates-demand-answers-in-botham-jean-witness-death_n_5d9a4528e4b0fc935edc235d","2020 Democrats Demand Answers In Botham Jean Witness Death: ‘Horrific’","Joshua Brown, a key witness in the trial of ex-Dallas police officer Amber Guyger, was shot dead on Friday.","","Joshua Brown, 28, was gunned down on Friday night at South Side Flats, an apartment complex where he was a neighbor to Botham Jean, The Dallas Morning News reported. In September 2018, Guyger shot Jean to death, claiming she entered the wrong unit and mistook him for an intruder. She later pleaded not guilty.","10/06/2019 05:12 pm ET"
"1570859099-3498","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/escalating-impeachment-inquiry-rattles-state-department_n_5d988a32e4b03b475f99cf05","Escalating Impeachment Inquiry Rattles State Department","The department is reeling from daily revelations in the impeachment inquiry into President Donald Trump, according to former senior officials.","","“This is only the latest in a large number of very damaging things that have been done to the State Department,” said Thomas Pickering, a former U.S. ambassador to the United Nations and Russia under President George H.W. Bush. “It represents a new low in basically ignoring and indeed punishing the people who have made a professional commitment to the country and Constitution.”","10/05/2019 08:24 am ET"
"1570859062-3348","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/kurt-volker-congress-testimony_n_5d977704e4b0993897ff4907","Here’s What Kurt Volker Told Congress About His Role In Trump-Ukraine Negotiations","The former special envoy to Ukraine told House investigators he wasn’t aware Trump had pressured Ukraine’s president for dirt on Joe Biden.","","In one of the messages, Volker texted Yermak just hours before Trump and Zelensky were set to speak. Volker said the White House would work to “nail down the date for [a] visit to Washington” but only on the assumption that “President Z convinces trump he will investigate/‘get to the bottom of what happened’ in 2016.”","10/04/2019 02:34 pm ET"
"1570859102-3517","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/climbing-competition-border-wall-trump_n_5d98401ce4b0fc935eda5fdf","Rock Climbers To Test Trump’s Boast That His Border Barrier Can’t Be Scaled","Climber Rick Weber has built a replica wall for a competition in Kentucky this month.","","“Many in the climbing community were amused a couple of weeks ago when our POTUS held a press conference at a section of his latest border wall design — a series of parallel square steel posts with a 5-foot-high plate at the top,” climber and engineer Rick Weber wrote Friday in “Rock and Ice” magazine, noting that Trump described it as “impossible to climb.”","10/05/2019 08:59 am ET"
"1570859285-4419","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/steven-menashi-trump-court-nominee-ukraine_n_5d9ce6e4e4b02c9da04036a2","Trump Court Pick Ignores Senators’ Questions About His Role In Ukraine Scandal","Democrats asked Steven Menashi, a White House legal aide, what he knew about the president’s potentially impeachable offenses. He didn’t respond.","","They gave him until Oct. 7 to respond. He never did.","10/08/2019 05:39 pm ET"
"1570859562-5911","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/wework-school_n_5da074dbe4b02c9da049128c","WeWork Is Closing Its Private School In New York City After This Year","Since 2018, the troubled office space company has operated an expensive private school in Manhattan.","","“WeWork will continue to operate WeGrow through the remainder of the 2019-2020 school year, providing a quality education and classroom experience for all students,” a WeWork spokesperson said in a statement. “As part of the company’s efforts to focus on its core business, WeWork has informed the families of WeGrow students that we will not operate WeGrow after this school year.”","10/11/2019 10:01 am ET"
"1570859186-3964","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cory-booker-voters-2020-election_n_5d76acafe4b0752102312854","Cory Booker Wants To Be More Than Every Voter’s 3rd Choice","The New Jersey senator, once the king of the political stunt, just pulled one off to save his 2020 presidential campaign. But can he do more?","","“All the issues we’re talking about are deeply interrelated,” Booker says. The crowd is nodding, listening intently.","10/07/2019 02:47 pm ET"
"1570859234-4174","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-former-press-secretary-donald-trump_n_5d9c371fe4b09938980590df","Ex-Rudy Giuliani Aide: ‘He Looks Like A Right-Wing Conspiracy Nut’","“There was an old Rudy and a new Rudy,” said Ken Frydman, who worked on the former New York City mayor’s 1993 campaign.","","He accused Giuliani of now doing Trump’s “dirty work” in “trying to cover up the Ukrainian cover-up and attacking a Democratic presidential front-runner, Joe Biden, and his son, Hunter.”","10/08/2019 03:56 am ET"
"1570859562-5926","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/wework-school_n_5da074dbe4b02c9da049128c","WeWork Is Closing Its Private School In New York City After This Year","Since 2018, the troubled office space company has operated an expensive private school in Manhattan.","","Rebekah Neumann appears to have had high ambitions for the institution, previously telling CNN that she hoped a WeGrow would operate in every city where there’s a WeWork office.","10/11/2019 10:01 am ET"
"1570859127-3609","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/eliot-engel-mike-pompeo-impeachment-inquiry_n_5d9a2321e4b03b475f9b27b1","Pompeo Not Complying With Impeachment Inquiry, Senior House Democrat Says","Rep. Eliot Engel, chairman of the House Foreign Affairs Committee, subpoenaed the secretary of state in September.","","Secretary of State Mike Pompeo is not complying with a subpoena issued as part of the impeachment inquiry into President Donald Trump, said Rep. Eliot Engel (D-N.Y.), chairman of the House Foreign Affairs Committee.","10/06/2019 02:35 pm ET"
"1570858924-2593","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-admits-he-halted-aid-to-ukraine-to-fight-corruption_n_5d8a2971e4b0c2a85cb1ac09","Trump Claims He Halted Aid To Ukraine To Fight ‘Corruption’","The president confirmed to reporters at the United Nations that he froze millions of dollars in aid and called for other European nations to “put up money.”","","“I don’t think he should have raised the topic of Joe Biden with the Ukraine president,” Rubio said.","09/24/2019 10:41 am ET"
"1570859539-5752","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/betty-mccollum-minnesota-israeli-palestinian_n_5d926349e4b0e9e760514c1f","The Minnesota Congresswoman Who Can Criticize Israel","St. Paul’s Betty McCollum is radically progressive on U.S. policy toward Israel. Why don’t you ever hear about it?","","Last year, McCollum accepted an award from the U.S. Campaign for Palestinian Rights. During her acceptance speech, she described Israel’s nation-state law — which reserves the right to self-determination in Israel for Jewish people — as a system of apartheid. For a sitting member of Congress to use the word “apartheid” in reference to Israel is radical — almost inconceivable. But her comments attracted almost no national attention.","10/11/2019 05:45 am ET"
"1570859498-5549","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/watergate-prosecutors-trump-impeachment-nixon_n_5d9fa4dae4b02c9da047328c","Former Watergate Prosecutors Say Trump Should Be Impeached","The group drew clear parallels between the current president and Richard Nixon in a Washington Post op-ed.","","In a Washington Post op-ed, the group wrote that there is already “compelling” evidence that Trump’s actions warrant impeachment. They pointed to public statements made by the president and the White House’s summary of his call with the leader of Ukraine, both of which are driving the House of Representatives’ impeachment inquiry.","10/10/2019 09:01 pm ET"
"1570859199-4033","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/susan-collins-one-year-anniversary-kavanaugh_n_5d9a5880e4b099389801f960","Susan Collins Voted To Confirm Kavanaugh A Year Ago. Mainers Haven’t Forgotten.","Many felt betrayed by the senator, and they’re taking action ahead of next year’s election.","","In the end, Collins’ support for Kavanaugh appeared to spark a nearly universal sentiment among Mainers who opposed his confirmation, whether they were longtime political activists or speaking out for the first time: betrayal.","10/07/2019 05:30 pm ET"
"1570859358-4824","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/joe-biden-donald-trump-impeach_n_5d9e1d3ce4b087efdba723a1","Joe Biden Calls For President Trump To Be Impeached","“Donald Trump has violated his oath of office, betrayed this nation and committed impeachable acts,” the 2020 Democrat said in New Hampshire Wednesday.","","In April, Sen. Elizabeth Warren (D-Mass.) was the first Democratic candidate to call for Trump’s impeachment, based on conclusions made by former special counsel Robert Mueller in his report on Russian influence in the 2016 election and whether Trump obstructed justice.","10/09/2019 01:57 pm ET"
"1570859129-3632","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/chris-wallace-chris-stewart-whistleblower_n_5d9a09afe4b03b475f9b0dbc","Republican On House Intelligence Committee: ‘Why Should I Care’ About 2nd Whistleblower?","“It does not matter,” Rep. Chris Stewart said about a second whistleblower coming forward with information on Trump’s Ukraine call.","","Stewart claimed there’s “no difference” between Trump and Barr asking a foreign leader to investigate an American on allegations of corruption.","10/06/2019 12:54 pm ET"
"1570858941-2691","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-land-management-director-ex-clients_n_5d8c1ef5e4b0e9e76047100b","Trump’s Land Boss William Pendley Pledges To Steer Clear Of Ex-Clients","The acting Bureau of Land Management director agreed not to participate in matters involving 57 entities and individuals following conflict of interest allegations.","","Three southern Utah counties that supported President Donald Trump’s downsizing of two sprawling national monuments in the state also appear on the list. He was the attorney representing San Juan, Kane and Garfield counties when they sought to intervene in lawsuits by conservation and tribal groups challenging the president’s actions.","09/25/2019 10:41 pm ET"
"1570859495-5546","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/jacob-frey-love-trumps-hate-day-minneapolis_n_5d9fc03ce4b087efdbab8bbd","Minneapolis Mayor Declares ‘Love Trumps Hate Day’ Before President’s Rally","It’s the latest blast between Trump and Mayor Jacob Frey, who wants the Trump campaign to cover its costs to his city.","","My position remains unchanged: Minneapolis taxpayers should not have to bear the brunt of operating costs resulting from the president’s visit. https://t.co/qo80JKG23o","10/10/2019 09:56 pm ET"
"1570858933-2633","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-rallies-in-texas-with-indian-leader_n_5d87c16be4b0957256b88f8d","Thousands, Including Trump, Rally In Texas For India’s Prime Minister","Trump was greeted with a standing ovation by the Indian-American crowd that voted overwhelmingly against him in 2016.","","Modi began his talk inside the NRG Stadium, home of the Houston Texans football team, with a loud, “Howdy my friends!”","09/22/2019 03:45 pm ET"
"1570859018-3125","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/general-motors-strike-long-haul_n_5d964f10e4b02911e117de9f","GM Strikers Settle In For The Long Haul","As the autoworkers’ strike grinds through its third week, workers say they’ll stay on the picket lines for as long as it takes.","","“A Few Weeks Of Sacrifice”","10/03/2019 07:20 pm ET"
"1570859133-3644","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/jim-jordan-trump-not-serious-about-china-investigation-into-joe-biden_n_5d9a1509e4b0fc935edbe746","Jim Jordan Doesn’t ‘Think’ Trump Did Something He Actually Did On Camera","The GOP congressman repeatedly claimed that the president wasn’t serious when he said China should investigate Joe Biden.","","There remains no evidence of any wrongdoing on the part of the Bidens, though Trump allies like Jordan have continued to support the president despite the release of a whistleblower complaint that has roiled the White House.","10/06/2019 02:07 pm ET"
"1570858930-2623","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-zelensky-ukraine-impeachment_n_5d8bb919e4b0e9e7604670bf","Ukrainian President Says He Doesn’t Want To Be Involved With U.S. Elections","Asked whether he was pressured by Trump, President Volodymyr Zelensky told reporters on Wednesday that “nobody” pushed him.","","Zelensky awkwardly begs not to be pulled into American election. pic.twitter.com/4egMjP89vF","09/25/2019 04:15 pm ET"
"1570859583-6037","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/sean-newaldass-kamala-harris-affair-actor_n_5da101c8e4b087efdbae5b79","Man Who Claimed To Be Kamala Harris’ Lover Now Says It Was All Fake","Sean Newaldass said he thought the California senator was fictional, but now he plans to vote for her.","","Check out this video of the news conference ― which is hilarious in its ineptness.","10/11/2019 07:55 pm ET"
"1570859253-4303","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/tammy-kemp-defends-bible_n_5d9ca61de4b03b475fa08623","Texas Judge Defends Hugging, Gifting Bible To Botham Jean’s Killer","Judge Tammy Kemp noted that her Christian outreach to Amber Guyger happened after the trial was over.","","On Tuesday, FFRF lawyer Andrew Seidel dismissed Kemp’s defense of her actions as a “nonstarter.” Seidel pointed out that the judge was still in her courtroom, wearing her official robes and in the presence of armed guards while proselytizing to Guyger.","10/08/2019 02:05 pm ET"
