web-scraper-order,web-scraper-start-url,article,article-href,title,subtitle,author,content,date
"1570855951-2331","https://www.nytimes.com/section/politics","ImageDemocrats’ Bolder Stand on Labor Reflects Nation’s Ideological ShiftAmbitious moves to shift power to workers are being embraced by several presidential candidates.By Noam Scheiber","https://www.nytimes.com/2019/10/11/business/economy/democratic-candidates-labor-unions.html","Democrats’ Bolder Stand on Labor Reflects Nation’s Ideological Shift","null","Noam Scheiber","Yet by the standards of the race for the 2020 Democratic nomination, the Bernie Sanders of four years ago was something of a piker. At least half the candidates who will appear in next week’s presidential debate — including Mr. Sanders — have labor platforms that are more ambitious than his 2016 version.","Oct. 11, 2019"
"1570855910-2232","https://www.nytimes.com/section/politics","ImageCongress Can Seek Trump’s Financial Records, Appeals Court RulesThe ruling, by a three-judge panel, handed a victory to House Democrats whose efforts to obtain the documents have been stonewalled by the White House.By Charlie Savage","https://www.nytimes.com/2019/10/11/us/politics/mazars-trump-tax-returns.html","Congress Can Seek Trump’s Financial Records, Appeals Court Rules","null","Charlie Savage","Mr. Cohen also testified before Congress that Mr. Trump routinely changed the value of his assets for different financial purposes, like inflating their value for loan applications but deflating them for taxes. (Mr. Cohen was separately convicted of lying to Congress in earlier testimony.)","Oct. 11, 2019"
"1570855431-661","https://www.nytimes.com/section/politics","ImageJulián Castro’s Mom Always Wanted Him to Be This OutspokenIt took Donald Trump to help get him there.By Jennifer Medina","https://www.nytimes.com/2019/10/08/us/politics/julian-rosie-castro.html","Julián Castro’s Mom Always Wanted Him to Be This Outspoken","It took Donald Trump to help get him there.","Jennifer Medina","Later this week, she will get to answer some questions herself.","Oct. 8, 2019"
"1570855294-132","https://www.nytimes.com/section/politics","ImagePresident Endorses Turkish Military Operation in Syria, Shifting U.S. PolicyThe operation would sweep away American-backed Kurdish forces near the border in Syria. The White House said U.S. forces “will no longer be in the immediate area.”By Eric Schmitt, Maggie Haberman and Edward Wong","https://www.nytimes.com/2019/10/07/us/politics/trump-turkey-syria.html","President Endorses Turkish Military Operation in Syria, Shifting U.S. Policy","null","Eric Schmitt","Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy, and author of “Erdogan’s Empire: Turkey and the Politics of the Middle East,” said in a telephone interview that a Turkish incursion uncontested by the United States would allow Turkey to cut another swath into Kurdish-controlled territory in Syria. That would give Mr. Erdogan a ready place to send hundreds of thousands of Syrian refugees and prove yet again his influence with Mr. Trump on Syria policy.","Published Oct. 7, 2019"
"1570855323-252","https://www.nytimes.com/section/politics","ImageImpeachment Fight May Help a New NAFTA DealAs a delegation of Democrats heads to Mexico, the impeachment battle could be a plus when it comes to ratifying a new North American trade agreement.By Carl Hulse and Emily Cochrane","https://www.nytimes.com/2019/10/07/us/politics/nafta-impeachment-uscma.html","Impeachment Fight May Help a New NAFTA Deal","null","Carl Hulse","“If you vote no on this, that means you are saying, ‘Let’s go with NAFTA,’ and politically for most Democrats, NAFTA is a four-letter word,” Mr. Portman said in an interview. “I just think logic prevails in the end.”","Oct. 7, 2019"
"1570855638-1351","https://www.nytimes.com/section/politics","ImageAs White House Counsel, Pat Cipollone Builds Case for Defiance on ImpeachmentHe is pressing a no-cooperation approach that has substantial political risks and potentially far-reaching constitutional ramifications.By Elizabeth Williamson","https://www.nytimes.com/2019/10/09/us/politics/white-house-counsel-pat-cipollone-impeachment.html","As White House Counsel, Pat Cipollone Builds Case for Defiance on Impeachment","null","Elizabeth Williamson","“They’re taking a position that seems to me to be quite frivolous: that Congress doesn’t have any power to investigate most of what they’re investigating,” said Neil Eggleston, who was the White House counsel in the Clinton and Obama administrations. “It’s sort of a last refuge.”","Oct. 9, 2019"
"1570855731-1649","https://www.nytimes.com/section/politics","Image2 Giuliani Associates Arrested With One-Way Tickets at U.S. AirportLev Parnas and Igor Fruman, associates of President Trump’s personal lawyer, were part of the pressure campaign on Ukraine to investigate Democrats.By Mark Mazzetti, Eileen Sullivan, Adam Goldman and William K. Rashbaum","https://www.nytimes.com/2019/10/10/us/politics/lev-parnas-igor-fruman-arrested-giuliani.html","2 Giuliani Associates Arrested With One-Way Tickets at U.S. Airport","Lev Parnas and Igor Fruman, associates of President Trump’s personal lawyer, were part of the pressure campaign on Ukraine to investigate Democrats.","Mark Mazzetti","Mr. Sessions, who lost his re-election bid last year, said in a statement that he could not confirm that he was “Congressman-1” but that he would “vigorously defend myself against any allegations of wrongdoing” and that he had no knowledge of the scheme detailed by prosecutors.","Published Oct. 10, 2019"
"1570855511-956","https://www.nytimes.com/section/politics","ImageF.B.I. Practices for Intercepted Emails Violated 4th Amendment, Judge RuledNewly declassified files reveal a secret court fight over the F.B.I.’s procedures for searching for Americans’ messages within a warrantless surveillance program’s repository.By Charlie Savage","https://www.nytimes.com/2019/10/08/us/politics/fbi-fisa-court.html","F.B.I. Practices for Intercepted Emails Violated 4th Amendment, Judge Ruled","Newly declassified files reveal a secret court fight over the F.B.I.’s procedures for searching for Americans’ messages within a warrantless surveillance program’s repository.","Charlie Savage","Complicating that debate, the F.B.I. for years has not kept records of how often its agents searched the repository for information about Americans. So when the program was up for renewal last year, Congress required the bureau to track such queries.","Oct. 8, 2019"
"1570855477-803","https://www.nytimes.com/section/politics","ImageElizabeth Warren Details Her Account of Losing Teaching Job Because of PregnancyMs. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.By Thomas Kaplan","https://www.nytimes.com/2019/10/08/us/politics/elizabeth-warren-fired-pregnant.html","Elizabeth Warren Details Her Account of Losing Teaching Job Because of Pregnancy","Ms. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.","Thomas Kaplan","Historically, it was common for American teachers to be pushed out of their jobs during pregnancy, either through termination or the requirement of an unpaid leave of absence.","Published Oct. 8, 2019"
"1570855796-1878","https://www.nytimes.com/section/politics","ImageOn politicsTiptoeing Around Hunter BidenThere’s no evidence the Bidens did anything improper in Ukraine. But there’s still the image of a son doing business overseas while his father was vice president.By Lisa Lerer","https://www.nytimes.com/2019/10/10/us/politics/on-politics-hunter-biden.html","Tiptoeing Around Hunter Biden","There’s no evidence the Bidens did anything improper in Ukraine. But there’s still the image of a son doing business overseas while his father was vice president.","Lisa Lerer","My colleague Jennifer Medina wrote this week about Julián Castro, his activist mother and the political power of third-generation immigrants. She dug into the demographics for us.","Oct. 10, 2019"
"1570855424-626","https://www.nytimes.com/section/politics","ImageHe Was Trump’s First Fan in Congress. Now He’s a Felon.Chris Collins’s sudden rise and fall from presidential cheerleader to admitted liar is a tale of money, family ties and murky ethics.By Vivian Wang","https://www.nytimes.com/2019/10/08/nyregion/rep-chris-collins-trump.html","He Was Trump’s First Fan in Congress. Now He’s a Felon.","Chris Collins’s sudden rise and fall from presidential cheerleader to admitted liar is a tale of money, family ties and murky ethics.","Vivian Wang","“Of all the things I will accomplish in my life,” he told congressional investigators of his investments in Innate, “this will be No. 1 on my tombstone.”","Oct. 8, 2019"
"1570855388-442","https://www.nytimes.com/section/politics","ImageNews AnalysisCaught Between Trump, Turkey and Kurds, Pentagon Struggles to Piece Together Syria StrategyThe Pentagon is scrambling to respond to the words of a president who views Syria and the fight against ISIS as a battle largely won and done for American troops.By Helene Cooper and Eric Schmitt","https://www.nytimes.com/2019/10/07/world/middleeast/syria-turkey-kurds-military.html","Caught Between Trump, Turkey and Kurds, Pentagon Struggles to Piece Together Syria Strategy","null","Helene Cooper","But the departure of American troops from northern Syria makes it far more difficult to hold together the coalition fighting the Islamic State.","Oct. 7, 2019"
"1570855813-1924","https://www.nytimes.com/section/politics","ImageUkraine Saga’s Growing Cast of CharactersNew details emerged on Thursday after the indictment of two associates of Rudolph W. Giuliani.By Sharon LaFraniere","https://www.nytimes.com/2019/10/10/us/politics/ukraine-cast-of-characters.html","Ukraine Saga’s Growing Cast of Characters","null","Sharon LaFraniere","The indictment alleges that Mr. Parnas recruited Mr. Sessions, then the chairman of the powerful House Rules Committee, to help try to oust Ms. Yovanovitch. At the same time, he and Mr. Fruman promised to help Mr. Sessions raise more than $20,000 for re-election.","Oct. 10, 2019"
"1570855844-2056","https://www.nytimes.com/section/politics","ImageElizabeth Warren Has Quick Comeback to Gay Marriage QuestionAt a Democratic forum focused on L.G.B.T.Q. issues, Ms. Warren was asked what she would say to someone opposed to same-sex marriage.By Thomas Kaplan","https://www.nytimes.com/2019/10/10/us/politics/elizabeth-warren-lgtbq-town-hall.html","Elizabeth Warren Has Quick Comeback to Gay Marriage Question","At a Democratic forum focused on L.G.B.T.Q. issues, Ms. Warren was asked what she would say to someone opposed to same-sex marriage.","Thomas Kaplan","WASHINGTON — The campaign trail can bring fraught encounters for a presidential candidate. At a televised forum on L.G.B.T.Q. issues on Thursday, Senator Elizabeth Warren was asked to consider a hypothetical one.","Oct. 10, 2019"
"1570855705-1583","https://www.nytimes.com/section/politics","ImageUkraine’s President: ‘I Wanted to Be World Famous,’ but Not This WayVolodymyr Zelensky came to office vowing to fight corruption and forge peace. Then came the Trump phone call. Today, in a marathon news conference, he tried to start over.By Michael Schwirtz and Andrew E. Kramer","https://www.nytimes.com/2019/10/10/world/europe/ukraine-trump-zelensky-burisma-blackmail.html","Ukraine’s President: ‘I Wanted to Be World Famous,’ but Not This Way","null","Michael Schwirtz","With locals milling about on their lunch hours, Mr. Zelensky spent the day on Thursday holding court in front of a barbecue restaurant, hosting a rotating series of small panels with local and foreign journalists. He tried to focus the conversation on the bread and butter issues that both he and most Ukrainians say they elected him to address: rampant corruption, crumbling infrastructure and a war against Russian-backed separatists that continues to bleed the country of lives and treasure.","Published Oct. 10, 2019"
"1570855303-174","https://www.nytimes.com/section/politics","Image‘I Gave the Other Guy a Shot’After taking a chance on Donald Trump in 2016, a swing county in western Pennsylvania is up for grabs again.By Trip Gabriel","https://www.nytimes.com/2019/10/07/us/politics/trump-democrats-pennsylvania-.html","‘I Gave the Other Guy a Shot’","After taking a chance on Donald Trump in 2016, a swing county in western Pennsylvania is up for grabs again.","Trip Gabriel","“I gave the other guy a shot,” Mr. Miller said of the president. “I don’t like the way he talks to people. I don’t like what he’s doing internally with the cabinet. I don’t think anybody feels comfortable that we have anything cohesive at the top right now.”","Published Oct. 7, 2019"
"1570855477-804","https://www.nytimes.com/section/politics","ImageElizabeth Warren Details Her Account of Losing Teaching Job Because of PregnancyMs. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.By Thomas Kaplan","https://www.nytimes.com/2019/10/08/us/politics/elizabeth-warren-fired-pregnant.html","Elizabeth Warren Details Her Account of Losing Teaching Job Because of Pregnancy","Ms. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.","Thomas Kaplan","In 1974, the Supreme Court ruled some of these policies unconstitutional. But not all such policies were explicitly written down and tracked, giving many female teachers little legal recourse.","Published Oct. 8, 2019"
"1570855945-2324","https://www.nytimes.com/section/politics","ImageBotched Medical Procedures May Have Led to Death of U.S. SoldierStaff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.By Thomas Gibbons-Neff","https://www.nytimes.com/2019/10/11/world/africa/soldier-death-somalia.html","Botched Medical Procedures May Have Led to Death of U.S. Soldier","Staff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.","Thomas Gibbons-Neff","Sergeant Conrad, from Chandler, Ariz., joined the Army in 2010 and was trained to interact with local populations to glean information about militant groups. He had been to Afghanistan twice before finding himself attached to a Green Beret team from Third Special Forces Group in Somalia. When he was killed, his team had less than a month left on their deployment. He was posthumously awarded a Bronze Star with valor for running out in the early minutes of the firefight on June 8 and ushering a civilian linguist to safety.","Oct. 11, 2019"
"1570855693-1546","https://www.nytimes.com/section/politics","ImageWhat Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan Martin","https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html","What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid","Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.","Sydney Ember","When Mr. Sanders’s aides were finalizing plans for the campaign announcement earlier this year, for instance, Ms. Sanders questioned whether it was wise to start the race in Brooklyn: Some observers, she warned, might note that Hillary Clinton had located her campaign headquarters in Brooklyn in 2016.","Oct. 10, 2019"
"1570855693-1540","https://www.nytimes.com/section/politics","ImageWhat Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan Martin","https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html","What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid","Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.","Sydney Ember","Those who have worked with Mr. Sanders say his wife has extraordinary influence over his decisions. If they want him to sign off on something, one way to ensure it happens is to get her buy-in first.","Oct. 10, 2019"
"1570855964-2372","https://www.nytimes.com/section/politics","ImageA Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a WeekA Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.By Jacey Fortin","https://www.nytimes.com/2019/10/11/business/penzeys-spices-impeach-ads.html","A Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a Week","A Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.","Jacey Fortin","(That was eclipsed by Mr. Trump and his campaign, which spent more than $700,000.)","Oct. 11, 2019"
"1570855456-716","https://www.nytimes.com/section/politics","ImageWhite House Declares War on Impeachment Inquiry, Claiming Effort to Undo Trump’s ElectionPresident Trump’s lawyer denounced the House investigation as an illegitimate exercise, and declared that the executive branch would not participate.By Nicholas Fandos, Peter Baker, Michael S. Schmidt and Maggie Haberman","https://www.nytimes.com/2019/10/08/us/politics/sondland-trump-ukraine-impeach.html","White House Declares War on Impeachment Inquiry, Claiming Effort to Undo Trump’s Election","null","Nicholas Fandos","“The White House should be warned that continued efforts to hide the truth of the president’s abuse of power from the American people will be regarded as further evidence of obstruction,” Speaker Nancy Pelosi of California said in a statement. “Mr. President, you are not above the law. You will be held accountable.”","Published Oct. 8, 2019"
"1570855553-1096","https://www.nytimes.com/section/politics","ImageHating Comic Sans Is Not a PersonalityEven the creator of the font thinks it’s a joke — but he’s tired of the tweets.By Emma Goldberg","https://www.nytimes.com/2019/10/09/style/comic-sans-font.html","Hating Comic Sans Is Not a Personality","Even the creator of the font thinks it’s a joke — but he’s tired of the tweets.","Emma Goldberg","Comic Sans is what Ms. Shelton calls “a fun-times font,” manspreading across paper in strokes thicker than fair Cambria or no-nonsense Garamond. (Mr. Bierut said Helvetica, by contrast, is a “a call from H.R.”) The spacing, or kerning, between its letters is uneven because it wasn’t designed for print.","Oct. 9, 2019"
"1570855658-1419","https://www.nytimes.com/section/politics","ImageBernie Sanders Says He Knew of Heart Attack Three Days Before Disclosing It“I think we did it appropriately and did it as quickly as we could,” Mr. Sanders said. “No apologies.”By Maggie Astor and Sydney Ember","https://www.nytimes.com/2019/10/09/us/politics/bernie-sanders-heart-attack.html","Bernie Sanders Says He Knew of Heart Attack Three Days Before Disclosing It","“I think we did it appropriately and did it as quickly as we could,” Mr. Sanders said. “No apologies.”","Maggie Astor","“No, I don’t accept that. I think that’s a media thing,” he told NBC, adding that his campaign had been trying “to understand what in fact is going on.”","Oct. 9, 2019"
"1570855417-553","https://www.nytimes.com/section/politics","ImageG.M. Strike’s Economic Toll Is Showing: ‘I Might Lose the Business’Much of the pain from the strike, now in its fourth week, is concentrated in the northern Midwest, which was already contending with a manufacturing slowdown.By Nelson D. Schwartz and David Yaffe-Bellany","https://www.nytimes.com/2019/10/08/business/economy/gm-strike-economy-impact.html","G.M. Strike’s Economic Toll Is Showing: ‘I Might Lose the Business’","null","Nelson D. Schwartz","Gabriel Ehrlich, director of the University of Michigan’s Research Seminar in Qualitative Economics, estimates that the Michigan economy is growing at an annual rate of 1.4 percent. Without the strike, he said, that number could be 0.1 to 0.2 points higher.","Oct. 8, 2019"
"1570855438-668","https://www.nytimes.com/section/politics","ImageThe Rise and Fall of Democracy(.com)The domain name can be yours, for a minimum bid of $300,000.By Niraj Chokshi","https://www.nytimes.com/2019/10/08/us/democracy-for-sale.html","The Rise and Fall of Democracy(.com)","The domain name can be yours, for a minimum bid of $300,000.","Niraj Chokshi","The start-up raised $4.5 million, much of it from friends and family, but struggled in recent years to line up more substantial, institutional investment. A large crowdfunding campaign was planned for April, Mr. Cooley said, but the site ran out of money in February.","Oct. 8, 2019"
"1570855970-2398","https://www.nytimes.com/section/politics","ImageTrump Orders Troops and Weapons to Saudi Arabia in Message of Deterrence to IranThe announcement came five days after Mr. Trump said his desire to end America’s “endless wars” led him to pull back troops from the Syria-Turkey border.By Eric Schmitt and David E. Sanger","https://www.nytimes.com/2019/10/11/world/middleeast/trump-saudi-arabia-iran-troops.html","Trump Orders Troops and Weapons to Saudi Arabia in Message of Deterrence to Iran","null","Eric Schmitt","In response to Iranian attacks and provocations since May, Mr. Esper said the Pentagon has deployed about 14,000 additional forces to the gulf region. That includes airborne early warning aircraft, maritime patrol planes, Patriot air and missile defense batteries, B-52 bombers, a carrier strike group, armed Reaper drones and other engineering and support personnel.","Oct. 11, 2019"
"1570855693-1553","https://www.nytimes.com/section/politics","ImageWhat Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan Martin","https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html","What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid","Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.","Sydney Ember","“That’s been his entire life — fighting for the average working people in this country, and this is not the time to stop when it feels like things can really change,” she said.","Oct. 10, 2019"
"1570855683-1466","https://www.nytimes.com/section/politics","ImageChina Trade Talks Restart as White House Explores Escalation OptionsExpectations for a limited deal grew, even as the Trump administration separately considered limiting China’s access to U.S. capital markets and imposing greater scrutiny on Chinese companies.By Alan Rappeport and Ana Swanson","https://www.nytimes.com/2019/10/10/us/politics/trump-china-trade.html","China Trade Talks Restart as White House Explores Escalation Options","null","Alan Rappeport","“We had a very, very good negotiation with China,” Mr. Trump said on Thursday afternoon, adding that the two sides would continue discussions on Friday. “It’s going very well.”","Oct. 10, 2019"
"1570855666-1446","https://www.nytimes.com/section/politics","ImageNews AnalysisTrump’s Sweeping Case Against Impeachment Is a Political StrategyAt its core, it is born out of the cold calculation that President Trump probably cannot stop the Democrat-led House from impeaching him.By Peter Baker","https://www.nytimes.com/2019/10/09/us/politics/trump-case-against-impeachment.html","Trump’s Sweeping Case Against Impeachment Is a Political Strategy","null","Peter Baker","In the end, the House voted almost entirely on party lines to impeach Mr. Clinton and, with Democrats sticking by him, the Senate voted to acquit him after a trial — the scenario that, flipping the parties, looks most likely to repeat itself with Mr. Trump.","Oct. 9, 2019"
"1570855417-578","https://www.nytimes.com/section/politics","ImageG.M. Strike’s Economic Toll Is Showing: ‘I Might Lose the Business’Much of the pain from the strike, now in its fourth week, is concentrated in the northern Midwest, which was already contending with a manufacturing slowdown.By Nelson D. Schwartz and David Yaffe-Bellany","https://www.nytimes.com/2019/10/08/business/economy/gm-strike-economy-impact.html","G.M. Strike’s Economic Toll Is Showing: ‘I Might Lose the Business’","null","Nelson D. Schwartz","“We had a pretty deep shelf when the strike started and are at about average inventory right now,” said Mark Scarpelli, president of Raymond Chevrolet in Antioch, Ill.","Oct. 8, 2019"
"1570855825-1984","https://www.nytimes.com/section/politics","ImageGiuliani Pressed for Turkish Prisoner Swap in Oval Office MeetingThe lawyer had asked that President Trump and Rex Tillerson, then secretary of state, help a client who was accused in a more than $10 billion scheme to thwart sanctions on Iran.By Jo Becker, Maggie Haberman and Eric Lipton","https://www.nytimes.com/2019/10/10/us/politics/giuliani-trump-rex-tillerson.html","Giuliani Pressed for Turkish Prisoner Swap in Oval Office Meeting","null","Jo Becker","“This is a completely malicious story coming from the consistent attack on me to try to destroy my credibility,” Mr. Giuliani said.","Oct. 10, 2019"
"1570855524-988","https://www.nytimes.com/section/politics","ImageBernie Sanders Says He Will Slow His Campaign Pace After Heart AttackThe Vermont senator said he would “change the nature” of his campaign. He also acknowledged that voters would take his health into account when deciding whether to support him.By Sydney Ember and Jonathan Martin","https://www.nytimes.com/2019/10/08/us/politics/bernie-sanders-heart-attack.html","Bernie Sanders Says He Will Slow His Campaign Pace After Heart Attack","The Vermont senator said he would “change the nature” of his campaign. He also acknowledged that voters would take his health into account when deciding whether to support him.","Sydney Ember","Speaking to reporters outside his home in Burlington Tuesday, Mr. Sanders gave no indication that he was planning to drop out of the race and said he would continue to campaign actively. Indeed, Mr. Sanders remains formidable: He reported a third-quarter fund-raising total of $25.3 million, the largest in the Democratic field, and he has helped steer many in the party to embrace ideas like “Medicare for all” and tuition-free public colleges.","Oct. 8, 2019"
"1570855652-1384","https://www.nytimes.com/section/politics","ImageUndeterred by White House Threat, Democrats Push Impeachment Inquiry AheadDemocrats want to test the limits of the White House’s refusal to hand over documents and witnesses related to Ukraine.By Nicholas Fandos","https://www.nytimes.com/2019/10/09/us/politics/democrats-impeachment.html","Undeterred by White House Threat, Democrats Push Impeachment Inquiry Ahead","Democrats want to test the limits of the White House’s refusal to hand over documents and witnesses related to Ukraine.","Nicholas Fandos","But the White House’s promise to put a “full halt” on cooperating with the impeachment inquiry was likely to force Democrats to more quickly confront questions about how long and how extensively to investigate Mr. Trump when ample evidence of his actions is already in the open.","Oct. 9, 2019"
"1570855311-226","https://www.nytimes.com/section/politics","ImageTrump Throws Middle East Policy Into Turmoil Over SyriaAfter criticism that he was allowing a Turkish incursion into northern Syria, the president pivoted, saying he would prevent Turkey from going too far.By Peter Baker and Lara Jakes","https://www.nytimes.com/2019/10/07/us/politics/turkey-syria-trump.html","Trump Throws Middle East Policy Into Turmoil Over Syria","null","Peter Baker","For now at least, the Syrian Defense Forces leadership has told American officials that it will continue to detain the Islamic State fighters and their families in makeshift camps in northern Syria. But a State Department official acknowledged that the best-trained guards could be pulled away in the event of conflict with Turkey.","Published Oct. 7, 2019"
"1570855983-2456","https://www.nytimes.com/section/politics","ImageKevin McAleenan Resigns as Acting Homeland Security SecretaryMr. McAleenan oversaw a border security agency that grappled with the most crossings at the southwestern border in more than a decade, prompting the ire of the president.By Zolan Kanno-Youngs, Maggie Haberman and Michael D. Shear","https://www.nytimes.com/2019/10/11/us/politics/kevin-mcaleenan-homeland-security.html","Kevin McAleenan Resigns as Acting Homeland Security Secretary","null","Zolan Kanno-Youngs","Mr. McAleenan, the president’s fourth homeland security secretary, appeared to be on his way out almost from the moment he replaced Kirstjen Nielsen, who was fired in April by Mr. Trump in a purge of several top immigration officials in the administration.","Oct. 11, 2019"
"1570855289-111","https://www.nytimes.com/section/politics","ImageWhite House Memo‘We Absolutely Could Not Do That’: When Seeking Foreign Help Was Out of the QuestionIn every other modern White House, enlisting foreign powers to obtain a political advantage at home was seen as unwise and politically dangerous, if not wrong.By Peter Baker","https://www.nytimes.com/2019/10/06/us/politics/trump-foreign-influence.html","‘We Absolutely Could Not Do That’: When Seeking Foreign Help Was Out of the Question","null","Peter Baker","Mr. Biden’s son Hunter Biden served on the board of Burisma, a Ukrainian energy company, earning $50,000 a month. The company’s oligarch owner, Mykola Zlochevsky, had been a subject of cases overseen by the prosecutor, and so Mr. Trump contends that Mr. Biden sought the prosecutor’s ouster to benefit his son.","Oct. 6, 2019"
"1570855957-2366","https://www.nytimes.com/section/politics","ImageTrump and China Have a ‘Phase One Deal.’ The World Economy Is Still at Risk.A perpetual state of aggression on trade has been a drag on business decision-making, especially in manufacturing.By Neil Irwin","https://www.nytimes.com/2019/10/11/upshot/trade-deal-trump-china.html","Trump and China Have a ‘Phase One Deal.’ The World Economy Is Still at Risk.","A perpetual state of aggression on trade has been a drag on business decision-making, especially in manufacturing.","Neil Irwin","“It is difficult to take that much comfort from the latest signs of progress given that we’ve had plenty of apparent truces in recent months end abruptly in a sudden further escalation in trade tensions,” Michael Pearce, senior United States economist at Capital Economics, said in a note to clients.","Oct. 11, 2019"
"1570855559-1104","https://www.nytimes.com/section/politics","ImageThe Trump Impeachment Inquiry: What Happened TodayA quieter day in Washington provided a chance to look at how the still-nascent investigation is being received across the country.By Noah Weiland","https://www.nytimes.com/2019/10/09/us/politics/donald-trump-impeachment-news.html","The Trump Impeachment Inquiry: What Happened Today","A quieter day in Washington provided a chance to look at how the still-nascent investigation is being received across the country.","Noah Weiland","This morning’s episode of “The Daily” followed Representative Elissa Slotkin, a moderate Democrat, as she went to three forums in her mid-Michigan district — including one at the East Lansing pie bakery where I worked the 5 a.m. shift in high school! Her takeaway: Many voters want an investigation that feels deliberate. “There’s no need to come out of a meeting where you’ve heard some new testimony and just start talking to the press about how this seals the deal for you, and you’re done,” she said.","Oct. 9, 2019"
"1570855903-2213","https://www.nytimes.com/section/politics","ImagePrince’s Estate to Trump Campaign: Don’t Play ‘Purple Rain’The estate said that despite an agreement last year not to use Prince’s music, the song was played at the president’s rally on Thursday night in Minneapolis, the singer’s hometown.By Christine Hauser","https://www.nytimes.com/2019/10/11/us/prince-trump-rally-purple-rain.html","Prince’s Estate to Trump Campaign: Don’t Play ‘Purple Rain’","The estate said that despite an agreement last year not to use Prince’s music, the song was played at the president’s rally on Thursday night in Minneapolis, the singer’s hometown.","Christine Hauser","Such requests are not unusual for politicians and the arenas where they drum up support. Usually, music rights agencies advise campaigns to buy blanket licenses so they can play music in the agencies’ catalogs wherever they are. Arenas where politicians appear often have a blanket license that allows the venue to play any song in an agency’s catalog.","Oct. 11, 2019"
"1570855447-687","https://www.nytimes.com/section/politics","ImageThe Yom Kippur Prayer on Cory Booker’s LipsOn the 2020 campaign trail, the senator from New Jersey relies on some help from his rabbinical friends, and his decades of Jewish learning.By Jennifer Medina","https://www.nytimes.com/2019/10/08/us/politics/cory-booker-jewish-hebrew.html","The Yom Kippur Prayer on Cory Booker’s Lips","On the 2020 campaign trail, the senator from New Jersey relies on some help from his rabbinical friends, and his decades of Jewish learning.","Jennifer Medina","He then went on to quote a prayer said during the Jewish High Holy Days to further make his case.","Oct. 8, 2019"
"1570855477-796","https://www.nytimes.com/section/politics","ImageElizabeth Warren Details Her Account of Losing Teaching Job Because of PregnancyMs. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.By Thomas Kaplan","https://www.nytimes.com/2019/10/08/us/politics/elizabeth-warren-fired-pregnant.html","Elizabeth Warren Details Her Account of Losing Teaching Job Because of Pregnancy","Ms. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.","Thomas Kaplan","In recent days, a conservative news site and other outlets have cited evidence that challenges her account, including past remarks by Ms. Warren in which she did not mention being forced to leave the school and minutes from a school board meeting showing that her contract was initially extended for the next school year.","Published Oct. 8, 2019"
