web-scraper-order,web-scraper-start-url,article,article-href,title,subtitle,author,content,date
"1570855796-1869","https://www.nytimes.com/section/politics","ImageOn politicsTiptoeing Around Hunter BidenThere’s no evidence the Bidens did anything improper in Ukraine. But there’s still the image of a son doing business overseas while his father was vice president.By Lisa Lerer","https://www.nytimes.com/2019/10/10/us/politics/on-politics-hunter-biden.html","Tiptoeing Around Hunter Biden","There’s no evidence the Bidens did anything improper in Ukraine. But there’s still the image of a son doing business overseas while his father was vice president.","Lisa Lerer","Senator Elizabeth Warren initially said she didn’t know when asked whether her ethics plan would prevent a top official’s child from getting a job with a foreign company. Since then, she’s pivoted back to Mr. Trump when asked similar questions.","Oct. 10, 2019"
"1570855770-1789","https://www.nytimes.com/section/politics","ImageU.S. and China May Be Headed for Mini-Deal on Trade This WeekA U.S. Chamber of Commerce official said a limited deal that would prevent President Trump’s planned tariff increase this month and set rules around how China manages its currency could be announced.By Ana Swanson","https://www.nytimes.com/2019/10/10/us/politics/us-china-trade.html","U.S. and China May Be Headed for Mini-Deal on Trade This Week","null","Ana Swanson","But this and other agreements were put off in late April, when the Chinese changed the draft trade agreement and American officials accused them of reneging on a pact that was nearly complete. Since then, relations have steadily worsened. In August, the Treasury Department formally labeled China a currency manipulator after Beijing allowed its currency to weaken — a decline that many economists said was done in line with market forces.","Oct. 10, 2019"
"1570855630-1330","https://www.nytimes.com/section/politics","ImageU.S. Moves to Take ‘High Value’ ISIS Detainees, Including Britons Who Abused HostagesThe military is taking several dozen men out of Kurdish-run wartime prisons in Syria as Turkey invades the region.By Charlie Savage","https://www.nytimes.com/2019/10/09/us/politics/beatles-isis-us-custody.html","U.S. Moves to Take ‘High Value’ ISIS Detainees, Including Britons Who Abused Hostages","The military is taking several dozen men out of Kurdish-run wartime prisons in Syria as Turkey invades the region.","Charlie Savage","The British government has shown witness statements about the two men to the Justice Department, but testimony from British government officials would also probably be necessary at any trial. Mr. Elsheikh’s mother has filed a lawsuit seeking to block such cooperation because the United States government has not promised it will not seek to execute her son. Britain has abolished the death penalty.","Oct. 9, 2019"
"1570855470-776","https://www.nytimes.com/section/politics","ImageBy Taking Aim at Chinese Tech Firms, Trump Signals a Strategy ShiftIn blacklisting surveillance companies, the United States is the first major government to punish China for its crackdown on Muslims.By Paul Mozur and Edward Wong","https://www.nytimes.com/2019/10/08/business/china-human-rights-technology-xinjiang.html","By Taking Aim at Chinese Tech Firms, Trump Signals a Strategy Shift","In blacklisting surveillance companies, the United States is the first major government to punish China for its crackdown on Muslims.","Paul Mozur","“This goes against the basic principles of international relations, it interferes in China’s internal affairs, and it goes against China’s national security,” he said. “There is no human rights issue in Xinjiang.”","Oct. 8, 2019"
"1570855600-1225","https://www.nytimes.com/section/politics","ImageTrump Calls Turkey’s Syrian Offensive a ‘Bad Idea,’ but Opposes ‘Senseless Wars’Senators Lindsey Graham and Chris Van Hollen said they would introduce legislation that would punish senior Turkish government officials and ban American military transactions with Turkey.By Michael Crowley, Eric Schmitt, Helene Cooper and Maggie Haberman","https://www.nytimes.com/2019/10/09/us/politics/trump-syria-turkey-attacks.html","Trump Calls Turkey’s Syrian Offensive a ‘Bad Idea,’ but Opposes ‘Senseless Wars’","Senators Lindsey Graham and Chris Van Hollen said they would introduce legislation that would punish senior Turkish government officials and ban American military transactions with Turkey.","Michael Crowley","But prominent Democrats also denounced the Turkish move, and criticized Mr. Trump for failing to coordinate his decision to pull back American troops from the area — in effect clearing the way for Turkey to attack — with American generals and allies.","Oct. 9, 2019"
"1570855546-1079","https://www.nytimes.com/section/politics","ImageOn Climate Change, Biden Has a Record and a Plan. Young Activists Want More.No  presidential candidate has Joseph R. Biden Jr.’s experience in the trenches of the climate wars. For a youth-driven movement, though, he may not be the man of the hour.By Lisa Friedman","https://www.nytimes.com/2019/10/09/climate/climate-change-biden.html","On Climate Change, Biden Has a Record and a Plan. Young Activists Want More.","null","Lisa Friedman","Mr. Larkin, in an interview, criticized “Biden’s attempt to clip hairs about who is or isn’t technically a fossil fuel executive.” He also took issue with the position of the Obama administration that natural gas is an important “bridge fuel” to transition from coal to renewable sources like wind and solar.","Oct. 9, 2019"
"1570855438-672","https://www.nytimes.com/section/politics","ImageThe Rise and Fall of Democracy(.com)The domain name can be yours, for a minimum bid of $300,000.By Niraj Chokshi","https://www.nytimes.com/2019/10/08/us/democracy-for-sale.html","The Rise and Fall of Democracy(.com)","The domain name can be yours, for a minimum bid of $300,000.","Niraj Chokshi","But, as with any market, demand for domain names has ebbed and flowed over time as preferences have changed.","Oct. 8, 2019"
"1570855546-1066","https://www.nytimes.com/section/politics","ImageOn Climate Change, Biden Has a Record and a Plan. Young Activists Want More.No  presidential candidate has Joseph R. Biden Jr.’s experience in the trenches of the climate wars. For a youth-driven movement, though, he may not be the man of the hour.By Lisa Friedman","https://www.nytimes.com/2019/10/09/climate/climate-change-biden.html","On Climate Change, Biden Has a Record and a Plan. Young Activists Want More.","null","Lisa Friedman","It is true that Mr. Biden’s climate plan is neither the priciest nor the most ambitious — others call for reaching carbon neutrality well before midcentury. His refusal to endorse calls for a ban on hydraulic fracturing, a natural-gas extraction method commonly called fracking, may be politically pragmatic as he courts voters in Pennsylvania and Ohio, but it is not popular with activists.","Oct. 9, 2019"
"1570855573-1145","https://www.nytimes.com/section/politics","ImageOn Ukraine Aid, ‘Nothing to See Here’: Diplomats Urged to Play Down Funds’ ReleaseA series of internal State Department emails reflect diplomats’ frustration with the unexpected freeze on funding that Congress had already approved.By Lara Jakes","https://www.nytimes.com/2019/10/09/world/europe/ukraine-trump.html","On Ukraine Aid, ‘Nothing to See Here’: Diplomats Urged to Play Down Funds’ Release","A series of internal State Department emails reflect diplomats’ frustration with the unexpected freeze on funding that Congress had already approved.","Lara Jakes","WASHINGTON — American diplomats who had pushed for the Trump administration to restore security funding to Ukraine were advised by the White House to play down the release of the money when it was finally approved, documents show.","Oct. 9, 2019"
"1570855351-327","https://www.nytimes.com/section/politics","ImageSupreme Court Opens New Term With Argument on Insanity DefenseThe justices, who drew on law, moral philosophy and history, appeared to find the question tangled and difficult.By Adam Liptak","https://www.nytimes.com/2019/10/07/us/politics/supreme-court-insanity-defense.html","Supreme Court Opens New Term With Argument on Insanity Defense","null","Adam Liptak","Justice Ruth Bader Ginsburg, who had missed two weeks of arguments in January after cancer surgery, asked the first question. It came later than usual, as the justices, thanks to a new practice announced last week, will now generally allow lawyers to speak for two minutes before peppering them with questions.","Oct. 7, 2019"
"1570855666-1438","https://www.nytimes.com/section/politics","ImageNews AnalysisTrump’s Sweeping Case Against Impeachment Is a Political StrategyAt its core, it is born out of the cold calculation that President Trump probably cannot stop the Democrat-led House from impeaching him.By Peter Baker","https://www.nytimes.com/2019/10/09/us/politics/trump-case-against-impeachment.html","Trump’s Sweeping Case Against Impeachment Is a Political Strategy","null","Peter Baker","Indeed, it could ultimately end up being a negotiating position. Mr. Trump, who on Tuesday denounced the “kangaroo court,” told reporters on Wednesday that he could change his mind and cooperate if the House voted to formally authorize the impeachment inquiry. “Yeah, that sounds O.K.,” he said. “We would if they give us our rights. It depends.”","Oct. 9, 2019"
"1570855983-2462","https://www.nytimes.com/section/politics","ImageKevin McAleenan Resigns as Acting Homeland Security SecretaryMr. McAleenan oversaw a border security agency that grappled with the most crossings at the southwestern border in more than a decade, prompting the ire of the president.By Zolan Kanno-Youngs, Maggie Haberman and Michael D. Shear","https://www.nytimes.com/2019/10/11/us/politics/kevin-mcaleenan-homeland-security.html","Kevin McAleenan Resigns as Acting Homeland Security Secretary","null","Zolan Kanno-Youngs","Mike Rogers, Republican of Alabama and the ranking member of the committee, praised Mr. McAleenan for reducing the flow of migrant families to the border.","Oct. 11, 2019"
"1570855638-1342","https://www.nytimes.com/section/politics","ImageAs White House Counsel, Pat Cipollone Builds Case for Defiance on ImpeachmentHe is pressing a no-cooperation approach that has substantial political risks and potentially far-reaching constitutional ramifications.By Elizabeth Williamson","https://www.nytimes.com/2019/10/09/us/politics/white-house-counsel-pat-cipollone-impeachment.html","As White House Counsel, Pat Cipollone Builds Case for Defiance on Impeachment","null","Elizabeth Williamson","WASHINGTON — As a lawyer in private practice, Pat A. Cipollone, now President Trump’s White House counsel, told colleagues that there were two approaches to legal fights.","Oct. 9, 2019"
"1570855566-1122","https://www.nytimes.com/section/politics","ImageIn Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup with President Trump.By Shane Goldmacher","https://www.nytimes.com/2019/10/09/us/politics/elizabeth-warren-fundraising.html","In Shift, Warren Will Forgo Big Money Events if Nominated. At Least Some of Them.","Elizabeth Warren is seeking to find a balance — disavowing fund-raisers with wealthy contributors while promising not to actually disarm in a potential matchup with President Trump.","Shane Goldmacher","Pressed on whether that was her position “no matter how much money Donald Trump is raising,” Ms. Warren replied: “Yeah, I’m not going to do the big-dollar fund-raisers. I’m just not going to do it. The whole notion behind this campaign is that we can build this together.”","Oct. 9, 2019"
"1570855351-322","https://www.nytimes.com/section/politics","ImageSupreme Court Opens New Term With Argument on Insanity DefenseThe justices, who drew on law, moral philosophy and history, appeared to find the question tangled and difficult.By Adam Liptak","https://www.nytimes.com/2019/10/07/us/politics/supreme-court-insanity-defense.html","Supreme Court Opens New Term With Argument on Insanity Defense","null","Adam Liptak","Justice Samuel A. Alito Jr. said Mr. Kahler’s actions did not appear to be those of an insane person.","Oct. 7, 2019"
"1570855483-831","https://www.nytimes.com/section/politics","ImageTrump’s Trade War Could Put Swiss-Size Dent in Global Economy, I.M.F. WarnsThe International Monetary Fund is the latest global organization to warn of growing economic fallout from President Trump’s trade war.By Ana Swanson","https://www.nytimes.com/2019/10/08/us/politics/trump-trade-war-imf.html","Trump’s Trade War Could Put Swiss-Size Dent in Global Economy, I.M.F. Warns","null","Ana Swanson","But as the trade conflict has dragged on and the United States and China have steadily expanded the lists of goods that are subject to tariffs, the costs of the trade war are becoming more evident.","Oct. 8, 2019"
"1570855546-1086","https://www.nytimes.com/section/politics","ImageOn Climate Change, Biden Has a Record and a Plan. Young Activists Want More.No  presidential candidate has Joseph R. Biden Jr.’s experience in the trenches of the climate wars. For a youth-driven movement, though, he may not be the man of the hour.By Lisa Friedman","https://www.nytimes.com/2019/10/09/climate/climate-change-biden.html","On Climate Change, Biden Has a Record and a Plan. Young Activists Want More.","null","Lisa Friedman","“But frankly,” she added, “they weren’t enough.”","Oct. 9, 2019"
"1570855731-1661","https://www.nytimes.com/section/politics","Image2 Giuliani Associates Arrested With One-Way Tickets at U.S. AirportLev Parnas and Igor Fruman, associates of President Trump’s personal lawyer, were part of the pressure campaign on Ukraine to investigate Democrats.By Mark Mazzetti, Eileen Sullivan, Adam Goldman and William K. Rashbaum","https://www.nytimes.com/2019/10/10/us/politics/lev-parnas-igor-fruman-arrested-giuliani.html","2 Giuliani Associates Arrested With One-Way Tickets at U.S. Airport","Lev Parnas and Igor Fruman, associates of President Trump’s personal lawyer, were part of the pressure campaign on Ukraine to investigate Democrats.","Mark Mazzetti","Mr. Parnas posted a photo on Twitter this spring of himself with the president and wished Mr. Trump a happy birthday. “I am honored to call you Mr. President!!!” he wrote. “And my friend!!”","Published Oct. 10, 2019"
"1570855357-337","https://www.nytimes.com/section/politics","ImageNews analysisHow Will Bernie Sanders’s Heart Attack Affect His Campaign?As a leading candidate in an extremely tight race, Mr. Sanders will inevitably face questions about the viability and intensity of his campaign going forward.By Lawrence K. Altman, M.D.","https://www.nytimes.com/2019/10/07/us/politics/bernie-sanders-heart-attack.html","How Will Bernie Sanders’s Heart Attack Affect His Campaign?","As a leading candidate in an extremely tight race, Mr. Sanders will inevitably face questions about the viability and intensity of his campaign going forward.","Lawrence K. Altman, M.D.","“I have never known a politician or big moneyed guy or anyone who has had a first heart attack” not consider his mortality, Mr. Rollins added. Also, Mr. Sanders “surely will think about a running mate.”","Published Oct. 7, 2019"
"1570855917-2241","https://www.nytimes.com/section/politics","ImagePoll watchDemocrats Will Hope for a ‘Bump’ at Next Week’s Debate. What’s It Worth?In a crowded field, experts agree, debates can result in a momentary spike in support for second-tier candidates — but it rarely lasts.By Giovanni Russonello","https://www.nytimes.com/2019/10/11/us/politics/latest-democratic-polls.html","Democrats Will Hope for a ‘Bump’ at Next Week’s Debate. What’s It Worth?","In a crowded field, experts agree, debates can result in a momentary spike in support for second-tier candidates — but it rarely lasts.","Giovanni Russonello","Welcome to Poll Watch, our weekly look at polling data and survey research on the candidates, voters and issues that will shape the 2020 election.","Oct. 11, 2019"
"1570855652-1405","https://www.nytimes.com/section/politics","ImageUndeterred by White House Threat, Democrats Push Impeachment Inquiry AheadDemocrats want to test the limits of the White House’s refusal to hand over documents and witnesses related to Ukraine.By Nicholas Fandos","https://www.nytimes.com/2019/10/09/us/politics/democrats-impeachment.html","Undeterred by White House Threat, Democrats Push Impeachment Inquiry Ahead","Democrats want to test the limits of the White House’s refusal to hand over documents and witnesses related to Ukraine.","Nicholas Fandos","William B. Taylor Jr., America’s top diplomat in Ukraine, has already retired twice from the State Department and was called back into service most recently to go to Kiev. He has already threatened to quit once in protest over Mr. Trump’s Ukraine policy, according to the text messages that Mr. Volker shared with congressional investigators.","Oct. 9, 2019"
"1570855333-287","https://www.nytimes.com/section/politics","ImageSeeking Ukraine Aid Records, House Subpoenas White House Budget Office and PentagonDemocrats are looking for information that could reveal whether President Trump’s decision to withhold security aid from Ukraine was tied to his bid to pressure its government to investigate rivals.By Nicholas Fandos","https://www.nytimes.com/2019/10/07/us/politics/trump-impeachment-ukraine.html","Seeking Ukraine Aid Records, House Subpoenas White House Budget Office and Pentagon","Democrats are looking for information that could reveal whether President Trump’s decision to withhold security aid from Ukraine was tied to his bid to pressure its government to investigate rivals.","Nicholas Fandos","It was unclear whether the lawyers would seek to arrange an interview with Congress and a second intelligence official whom they now represent, and who they said could corroborate parts of the whistle-blower’s claims.","Oct. 7, 2019"
"1570855796-1883","https://www.nytimes.com/section/politics","ImageOn politicsTiptoeing Around Hunter BidenThere’s no evidence the Bidens did anything improper in Ukraine. But there’s still the image of a son doing business overseas while his father was vice president.By Lisa Lerer","https://www.nytimes.com/2019/10/10/us/politics/on-politics-hunter-biden.html","Tiptoeing Around Hunter Biden","There’s no evidence the Bidens did anything improper in Ukraine. But there’s still the image of a son doing business overseas while his father was vice president.","Lisa Lerer","Livin’ that working mom life. We are all NBC News correspondent Courtney Kube.","Oct. 10, 2019"
"1570855777-1823","https://www.nytimes.com/section/politics","ImageHouse Impeachment Investigators Subpoena Rick Perry on UkraineHours after two associates of the president’s personal lawyer were indicted on federal campaign finance charges, the House also subpoenaed them for depositions about their work in Ukraine.By Nicholas Fandos","https://www.nytimes.com/2019/10/10/us/politics/rick-perry-subpoena.html","House Impeachment Investigators Subpoena Rick Perry on Ukraine","Hours after two associates of the president’s personal lawyer were indicted on federal campaign finance charges, the House also subpoenaed them for depositions about their work in Ukraine.","Nicholas Fandos","House investigators are scheduled to hear from Ms. Yovanovitch on Friday in a private deposition, but as of late Thursday, it remained unclear if the State Department would try to block her testimony. Democrats were prepared to issue a subpoena to increase pressure if needed.","Oct. 10, 2019"
"1570855537-1049","https://www.nytimes.com/section/politics","ImageWhat Joe Biden Learned at the Last Two ImpeachmentsUntil Wednesday, he had resisted calling for President Trump’s impeachment. His experience as a senator helps explain his restraint.By Matt Flegenheimer","https://www.nytimes.com/2019/10/09/us/politics/joe-biden-impeachment-nixon-clinton.html","What Joe Biden Learned at the Last Two Impeachments","Until Wednesday, he had resisted calling for President Trump’s impeachment. His experience as a senator helps explain his restraint.","Matt Flegenheimer","The senator was walking to catch a train when word arrived that Charles Wiggins, a Republican congressman who had led the Nixon defense, had changed his mind amid revelations that Mr. Nixon had worked to conceal the Watergate break-in.","Oct. 9, 2019"
"1570855983-2457","https://www.nytimes.com/section/politics","ImageKevin McAleenan Resigns as Acting Homeland Security SecretaryMr. McAleenan oversaw a border security agency that grappled with the most crossings at the southwestern border in more than a decade, prompting the ire of the president.By Zolan Kanno-Youngs, Maggie Haberman and Michael D. Shear","https://www.nytimes.com/2019/10/11/us/politics/kevin-mcaleenan-homeland-security.html","Kevin McAleenan Resigns as Acting Homeland Security Secretary","null","Zolan Kanno-Youngs","The president never nominated Mr. McAleenan to permanently assume the position and sometimes offered weak praise for the job he was doing. While Mr. McAleenan believed in restoring state department aid for Central American countries, Mr. Trump often assailed the nations and the migrants crossing at the border.","Oct. 11, 2019"
"1570855804-1887","https://www.nytimes.com/section/politics","ImageUkraine Scandal Snags Pete Sessions’s Congressional Comeback BidThe former Texas congressman, who is not accused of any wrongdoing, is referred to in an indictment of two Giuliani associates accused of illegally funneling foreign money to political candidates.By Catie Edmondson","https://www.nytimes.com/2019/10/10/us/politics/pete-sessions-ukraine.html","Ukraine Scandal Snags Pete Sessions’s Congressional Comeback Bid","null","Catie Edmondson","WASHINGTON — Former Representative Pete Sessions, a Texas Republican who is seeking a return to Congress, was caught in the fallout of the Ukraine scandal on Thursday when he was referred to in the indictment of two presidential allies accused of campaign finance allegations.","Oct. 10, 2019"
"1570855896-2185","https://www.nytimes.com/section/politics","ImageTrump Reaches ‘Phase 1’ Deal With China and Delays Planned TariffsPresident Trump said he had reached an agreement with China to walk back tensions in the trade war as he met with a top Chinese envoy FridayBy Ana Swanson","https://www.nytimes.com/2019/10/11/business/economy/us-china-trade-deal.html","Trump Reaches ‘Phase 1’ Deal With China and Delays Planned Tariffs","null","Ana Swanson","John Neuffer, the president of the Semiconductor Industry Association, said the deal was “welcome news” for his industry that would give “both sides a chance to get back to the negotiating table to strike a more comprehensive deal.”","Oct. 11, 2019"
"1570855281-73","https://www.nytimes.com/section/politics","ImageA Momentous Week in May: Book Details Early Days of Russia InquiryAfter James B. Comey was ousted as the F.B.I. director in 2017, there were anguish and alarm at the bureau and the Justice Department.By Sharon LaFraniere","https://www.nytimes.com/2019/10/06/us/politics/russia-investigation-book.html","A Momentous Week in May: Book Details Early Days of Russia Inquiry","null","Sharon LaFraniere","Drawing heavily on reporting by The New York Times, Mr. Stewart, a Times reporter, also fleshes out how Mr. Rosenstein raised with Mr. McCabe the possibility of invoking the 25th Amendment, which allows a vice president and a majority of cabinet members to remove an unfit president from office. In a new detail, he wrote that Mr. Rosenstein told Mr. McCabe during a May 16, 2017, meeting that Attorney General Jeff Sessions and John F. Kelly, the homeland security secretary, would most likely support such a move.","Oct. 6, 2019"
"1570855559-1109","https://www.nytimes.com/section/politics","ImageThe Trump Impeachment Inquiry: What Happened TodayA quieter day in Washington provided a chance to look at how the still-nascent investigation is being received across the country.By Noah Weiland","https://www.nytimes.com/2019/10/09/us/politics/donald-trump-impeachment-news.html","The Trump Impeachment Inquiry: What Happened Today","A quieter day in Washington provided a chance to look at how the still-nascent investigation is being received across the country.","Noah Weiland","Mr. Rose’s town hall was about tolls and the commute from Staten Island to Manhattan. Even with climate change, there were questions about nuclear energy in the district. This is a huge moment in Washington, but the government still has to be funded, and local issues still resonate more. If you have one question, you’re more likely going to pick one about home.","Oct. 9, 2019"
"1570855431-635","https://www.nytimes.com/section/politics","ImageJulián Castro’s Mom Always Wanted Him to Be This OutspokenIt took Donald Trump to help get him there.By Jennifer Medina","https://www.nytimes.com/2019/10/08/us/politics/julian-rosie-castro.html","Julián Castro’s Mom Always Wanted Him to Be This Outspoken","It took Donald Trump to help get him there.","Jennifer Medina","For Mr. Castro and other second- and third-generation immigrants, who came of age as Latinos seemed to be gaining political, cultural and economic influence, the Trump era has been a stunning reminder that attacks on people who look like them resonate loudly among people who don’t — and that all of those gains may be elusive. In interviews, Latino politicians across the country said that, for the first time in their lifetimes, it feels as though their Americanness is being called into question.","Oct. 8, 2019"
"1570855375-404","https://www.nytimes.com/section/politics","ImageOn politicsTrump’s No. 1 Obsession (No, It’s Not Impeachment)In their new book, our colleagues write about the issue the president is sure to focus on in 2020.By Lisa Lerer","https://www.nytimes.com/2019/10/07/us/politics/on-politics-trump-immigration.html","Trump’s No. 1 Obsession (No, It’s Not Impeachment)","In their new book, our colleagues write about the issue the president is sure to focus on in 2020.","Lisa Lerer","1. Thank the donors for the millions they’ve already raised.","Oct. 7, 2019"
"1570855693-1547","https://www.nytimes.com/section/politics","ImageWhat Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan Martin","https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html","What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid","Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.","Sydney Ember","Her concern perplexed some Sanders advisers who wondered why that was relevant, according to one Democratic official familiar with the discussion, making the case that it was important to set the announcement in the city where Mr. Sanders and President Trump both grew up, to draw a contrast between their values. (Mr. Sanders ultimately did kick off his candidacy in Brooklyn, with a big rally that drew thousands of supporters.)","Oct. 10, 2019"
"1570855417-548","https://www.nytimes.com/section/politics","ImageG.M. Strike’s Economic Toll Is Showing: ‘I Might Lose the Business’Much of the pain from the strike, now in its fourth week, is concentrated in the northern Midwest, which was already contending with a manufacturing slowdown.By Nelson D. Schwartz and David Yaffe-Bellany","https://www.nytimes.com/2019/10/08/business/economy/gm-strike-economy-impact.html","G.M. Strike’s Economic Toll Is Showing: ‘I Might Lose the Business’","null","Nelson D. Schwartz","In the United States, 34 G.M. plants have gone dark. And striking workers are making do with a $250-a-week subsidy from the union.","Oct. 8, 2019"
"1570855945-2312","https://www.nytimes.com/section/politics","ImageBotched Medical Procedures May Have Led to Death of U.S. SoldierStaff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.By Thomas Gibbons-Neff","https://www.nytimes.com/2019/10/11/world/africa/soldier-death-somalia.html","Botched Medical Procedures May Have Led to Death of U.S. Soldier","Staff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.","Thomas Gibbons-Neff","Around 2:45 that afternoon, minutes after small-arms fire was directed at the American and Somali outpost, mortar fire landed within the position. The firefight was fast and intense. The blasts from the mortars immediately wounded Sergeant Conrad and the three other Americans.","Oct. 11, 2019"
"1570855889-2161","https://www.nytimes.com/section/politics","ImageThe Democrats Worth Staying Up Past Bedtime ForFor the way-too-young-to-vote crowd, 2020 events are still a draw.By Reid J. Epstein","https://www.nytimes.com/2019/10/11/us/politics/2020-candidates-children.html","The Democrats Worth Staying Up Past Bedtime For","For the way-too-young-to-vote crowd, 2020 events are still a draw.","Reid J. Epstein","And, because it is Iowa, there are parents who spend caucus season vying to get their children photographed with all of the candidates they can — just in case one of them makes it to the White House.","Oct. 11, 2019"
"1570855644-1372","https://www.nytimes.com/section/politics","ImageTrey Gowdy, Who Led Republicans in Investigating Benghazi, Joins Trump Legal TeamMr. Gowdy, a former prosecutor who served four terms in the House before resigning in January, is expected to be a presence on television defending the president.By Maggie Haberman","https://www.nytimes.com/2019/10/09/us/politics/trey-gowdy-trump-legal-team.html","Trey Gowdy, Who Led Republicans in Investigating Benghazi, Joins Trump Legal Team","null","Maggie Haberman","“I have known Trey for years and worked with him when he served in Congress,” Mr. Sekulow said in a statement. “His legal skills and his advocacy will serve the president well. Trey’s command of the law is well known and his service on Capitol Hill will be a great asset as a member of our team.”","Oct. 9, 2019"
"1570855756-1742","https://www.nytimes.com/section/politics","Imagenews analysisAs Elizabeth Warren Rises, the G.O.P. Deploys an Old TacticRepublicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to rally supporters.By Thomas Kaplan","https://www.nytimes.com/2019/10/10/us/politics/elizabeth-warren-fired-teaching.html","As Elizabeth Warren Rises, the G.O.P. Deploys an Old Tactic","Republicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to rally supporters.","Thomas Kaplan","Regardless, the Republican National Committee dismissed Ms. Warren’s description of losing her job, citing a 2007 interview in which she discussed her public-school teaching career but did not mention being forced out, as well as records showing that the school board had approved a contract for Ms. Warren for the next school year.","Oct. 10, 2019"
"1570855477-806","https://www.nytimes.com/section/politics","ImageElizabeth Warren Details Her Account of Losing Teaching Job Because of PregnancyMs. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.By Thomas Kaplan","https://www.nytimes.com/2019/10/08/us/politics/elizabeth-warren-fired-pregnant.html","Elizabeth Warren Details Her Account of Losing Teaching Job Because of Pregnancy","Ms. Warren said she had grown more comfortable talking about her experience over the years, explaining why her description of the 1971 episode in her stump speeches differs from how she discussed it in the past.","Thomas Kaplan","“The rule was at five months you had to leave when you were pregnant. Now, if you didn’t tell anybody you were pregnant, and they didn’t know, you could fudge it and try to stay on a little bit longer,” Ms. Randall was quoted as saying. “But they kind of wanted you out if you were pregnant.”","Published Oct. 8, 2019"
"1570855924-2270","https://www.nytimes.com/section/politics","ImageSupport for Impeachment Has Grown but Also SlowedMany of the voters who back an inquiry have not reached the same conclusion on removal.By Nate Cohn","https://www.nytimes.com/2019/10/11/upshot/impeachment-trump-polling.html","Support for Impeachment Has Grown but Also Slowed","Many of the voters who back an inquiry have not reached the same conclusion on removal.","Nate Cohn","The high level of support suggests that, at least for now, Democrats are on firm political ground in examining Mr. Trump’s attempt to have Ukraine’s president investigate a political rival’s family. Many voters seem to be taking the allegations against Mr. Trump seriously, and they may eventually determine that his conduct merits removal from office.","Oct. 11, 2019"
"1570855381-412","https://www.nytimes.com/section/politics","ImageTrump’s Green Light to Turkey Raises Fears About ISIS DetaineesThousands of Islamic State prisoners of war from around the world are being detained by the Syrian Kurd forces whom Turkey plans to target.By Charlie Savage","https://www.nytimes.com/2019/10/07/us/politics/isis-prisons-detainees.html","Trump’s Green Light to Turkey Raises Fears About ISIS Detainees","Thousands of Islamic State prisoners of war from around the world are being detained by the Syrian Kurd forces whom Turkey plans to target.","Charlie Savage","WASHINGTON — President Trump’s sudden blessing of a Turkish military operation in northern Syria and his announcement of an American troop withdrawal from that region raised questions about the fate of thousands of Islamic State detainees that the Turks’ targets, American-backed Syrian Kurds, have been holding in makeshift wartime prisons.","Oct. 7, 2019"
"1570855945-2308","https://www.nytimes.com/section/politics","ImageBotched Medical Procedures May Have Led to Death of U.S. SoldierStaff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.By Thomas Gibbons-Neff","https://www.nytimes.com/2019/10/11/world/africa/soldier-death-somalia.html","Botched Medical Procedures May Have Led to Death of U.S. Soldier","Staff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.","Thomas Gibbons-Neff","The redacted Army investigation illustrates the intense violence that can accompany the Pentagon’s quiet “train, advise and assist” missions in distant corners of the globe, and the limitations of the American military despite its ambitious reach, vast resources and extensive training.","Oct. 11, 2019"
"1570855683-1476","https://www.nytimes.com/section/politics","ImageChina Trade Talks Restart as White House Explores Escalation OptionsExpectations for a limited deal grew, even as the Trump administration separately considered limiting China’s access to U.S. capital markets and imposing greater scrutiny on Chinese companies.By Alan Rappeport and Ana Swanson","https://www.nytimes.com/2019/10/10/us/politics/trump-china-trade.html","China Trade Talks Restart as White House Explores Escalation Options","null","Alan Rappeport","But China has resisted many of the administration’s demands to make more transformative changes to the way it runs its economy. Chinese officials appear unlikely to agree to the administration’s longstanding demands that Beijing limit its subsidies to Chinese firms, change its policies surrounding the treatment of data or make other structural changes, people familiar with the negotiations said.","Oct. 10, 2019"
